##54361		
Announcer	announcer	np1_nn1
Dancer	dancer	nn1
3	3	mc
:	:	y
Yeah	yeah	uh
.	.	y
Unidentified	unidentified	jj
Dancer	dancer	nn1
4	4	mc
:	:	y
And	and	cc
I	i	ppis1
'd	have	vm
like	like	vvi
to	to	to
dance	dance	vvi
in	in	ii
New	new	np1
York	york	np1
somewhere	somewhere	rl
,	,	y
because	because	cs
we	we	ppis2
've	have	vh0
never	never	rr
been	be	vbn
to	to	ii
New	new	np1
York	york	np1
.	.	y
And	and	cc
I	i	ppis1
'd	have	vm
love	love	vvi
to	to	to
dance	dance	vvi
in	in	ii
New	new	np1
York	york	np1
.	.	y
@(Footage-of-Rudolph)		zzc
@!BRAVER		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Amelia	amelia	np1
Rudolph	rudolph	np1
has	have	vhz
her	her	appge
sights	sight	nn2
set	set	vvn
even	even	rr
higher	high	jjr_rrr@
.	.	y
@!Ms-RUDOLPH		zzq
:	:	y
Well	well	rr
,	,	y
the	the	at
other	other	jj
night	night	nnt1
I	i	ppis1
looked	look	vvd
through	through	ii_rp@
a	a	at1
telescope	telescope	nn1
at	at	ii
the	the	at
moon	moon	nn1
.	.	y
And	and	cc
I	i	ppis1
was	be	vbdz
thinking	think	vvg
,	,	y
'	'	"@_ge
My	my	appge
gosh	gosh	uh
,	,	y
I	i	ppis1
think	think	vv0
some	some	dd
of	of	io
those	those	dd2
craters	crater	nn2
are	be	vbr
big	big	jj_rr%
enough	enough	rr
that	that	cst_dd1
there	there	ex_rl
--		zz
I	i	ppis1
think	think	vv0
there	there	ex
's	be	vbz
a	a	at1
vertical	vertical	jj
surface	surface	nn1
on	on	ii
them	them	ppho2
.	.	y
'	'	"@_ge
@(Footage-of-the-moo)		zzc
@!Ms-RUDOLPH		zzq
:	:	y
@(Voiceover)		zzc
What	what	ddq
an	a	at1
incredible	incredible	jj
thing	thing	nn1
it	it	pph1
would	would	vm
be	be	vbi
to	to	to
travel	travel	vvi
there	there	rl
and	and	cc
make	make	vvi
art	art	nn1
.	.	y
@!OSGOOD		zzq
:	:	y
@(Voiceover)		zzc
Ahead	ahead	rl
,	,	y
a	a	at1
diverting	diverting	jj@
visit	visit	nn1
to	to	ii
some	some	dd
contraptions	contraption	nn2
in	in	ii
Connecticut	connecticut	np1
.	.	y
@(Announcements)		zzc
##54374		
FINE	fine	jj
PRINT	print	nn1
@!CHARLES-OSGOOD-ho		zzq
:	:	y
All	all	db
this	this	dd1
month	month	nnt1
we	we	ppis2
've	have	vh0
been	be	vbn
dropping	drop	vvg
in	in	rp@
on	on	ii
notable	notable	jj
couples	couple	nn2
and	and	cc
this	this	dd1
morning	morning	nnt1
we	we	ppis2
meet	meet	vv0
a	a	at1
couple	couple	nn1
where	where	cs_rrq
both	both	db2
partners	partner	nn2
have	have	vh0
worked	work	vvn
hard	hard	rr_jj
to	to	to
establish	establish	vvi
just	just	rr
one	one	mc1
name	name	nn1
.	.	y
As	as	csa_ii@
Anthony	anthony	np1
Mason	mason	np1
is	be	vbz
about	about	rpk
to	to	to
show	show	vvi
us	us	ppio2
,	,	y
the	the	at
explanation	explanation	nn1
lies	lie	vvz_nn2
in	in	ii
the	the	at
Fine	fine	jj
Print	print	nn1
.	.	y
@(Photographs-of-Ann)		zzc
@!ANTHONY-MASON-repo		zzq
:	:	y
@(Voiceover)		zzc
They	they	pphs2
were	be	vbdr
27	27	mc
when	when	rrq_cs
they	they	pphs2
met	meet	vvd
...	...	...
@!Mrs-ANNETTE-MEYERS		zzq
:	:	y
We	we	ppis2
wanted	want	vvd
the	the	at
same	same	da
things	thing	nn2
.	.	y
You	you	ppy
know	know	vv0
,	,	y
we	we	ppis2
wanted	want	vvd
the	the	at
life	life	nn1
of	of	io
artists	artist	nn2
,	,	y
writers	writer	nn2
.	.	y
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
29	29	mc
when	when	rrq_cs
they	they	pphs2
married	marry	vvd@
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
Our	our	appge
honeymoon	honeymoon	nn1
cruise	cruise	nn1
was	be	vbdz
on	on	ii
the	the	at
Staten	staten	np1
Island	island	nnl1
Ferry	ferry	nn1_vv0
.	.	y
@!MASON		zzq
:	:	y
You	you	ppy
just	just	rr
went	go	vvd
back	back	rp
and	and	cc
forth	forth	rr
?	?	y
@!Mrs-MEYERS		zzq
:	:	y
Yeah	yeah	uh
,	,	y
back	back	nn1_rp
and	and	cc
forth	forth	rr
.	.	y
@(Photograph-of-the-)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Annette	annette	np1
Brafman	brafman	np1
was	be	vbdz
an	a	at1
aspiring	aspiring	jj
writer	writer	nn1
;	;	y
Marty	marty	np1_jj
Meyers	meyer	np2
was	be	vbdz
a	a	at1
struggling	struggling	jj
actor	actor	nn1
.	.	y
@!Mr-MARTY-MEYERS-@1		zzq
:	:	y
This	this	dd1
is	be	vbz
me	me	ppio1
in	in	ii
"	"	y
Zorba.	zorba	np1
"	"	y
@(Early-footage-of-M)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
It	it	pph1
was	be	vbdz
the	the	at
early	early	jj
'	'	ge
60s	60s	mc2
.	.	y
Marty	marty	nn1_np1@_jj
,	,	y
looking	look	vvg
for	for	if
any	any	dd
exposure	exposure	nn1
,	,	y
had	have	vhd
even	even	rr
managed	manage	vvn
to	to	to
get	get	vvi
himself	himself	ppx1
into	into	ii
the	the	at
background	background	nn1
of	of	io
a	a	at1
Charles	charles	np1
Kuralt	kuralt	np1_nn1
story	story	nn1
about	about	ii
Beat	beat	nn1
poets	poet	nn2
.	.	y
@!Mr-MEYERS		zzq
:	:	y
See	see	vv0
,	,	y
there	there	rl
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Look	look	vv0_nn1
at	at	ii
that	that	dd1
hair	hair	nn1
!	!	y
@!Mrs-MEYERS		zzq
:	:	y
That	that	dd1
's	be	vbz
--		zz
that	that	cst_dd1
's	be	vbz
the	the	at
Marty	marty	nn1_jj
I	i	ppis1
met	meet	vvd
,	,	y
you	you	ppy
know	know	vv0
?	?	y
And	and	cc
he	he	pphs1
was	be	vbdz
very	very	rg
cute	cute	jj
.	.	y
He	he	pphs1
was	be	vbdz
really	really	rr
cute	cute	jj
.	.	y
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Nearly	nearly	rr
40	40	mc
years	year	nnt2
later	later	rrr
,	,	y
Marty	marty	np1_jj_nn1
and	and	cc
Annette	annette	np1
Meyers	meyer	np2
are	be	vbr
still	still	rr
together	together	rl
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
he	he	pphs1
has	have	vhz
never	never	rr
bored	bore	vvn
me	me	ppio1
one	one	mc1
moment	moment	nn1
in	in	ii
39	39	mc
years	year	nnt2
.	.	y
He	he	pphs1
's	be	vhz
made	make	vvn
me	me	ppio1
nuts	nut	nn2
,	,	y
he	he	pphs1
's	be	vhz
made	make	vvn
me	me	ppio1
crazy	crazy	jj
;	;	y
I	i	ppis1
've	have	vh0
wanted	want	vvn
to	to	to
kill	kill	vvi
him	him	ppho1
.	.	y
@(Photograph-of-the-)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
in	in	ii
this	this	dd1
marriage	marriage	nn1
,	,	y
murder	murder	nn1
is	be	vbz
a	a	at1
real	real	jj
option	option	nn1
.	.	y
You	you	ppy
see	see	vv0
,	,	y
Marty	marty	np1_jj_nn1
and	and	cc
Annette	annette	np1
are	be	vbr
more	more	dar_rrr
than	than	csn
a	a	at1
couple	couple	nn1
;		np1
they	they	pphs2
're	be	vbr
collaborators	collaborator	nn2
.	.	y
@(Footage-of-book-co)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Under	under	ii
the	the	at
pen	pen	nn1
name	name	nn1
Maan	maan	np1_jj_nn1
Meyers	meyer	np2
,	,	y
they	they	pphs2
've	have	vh0
co-authored	co-author	vvn
half	half	db_rr@
a	a	at1
dozen	dozen	m1
murder	murder	nn1
mysteries	mystery	nn2
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
It	it	pph1
's	be	vbz
dangerous	dangerous	jj
when	when	cs
we	we	ppis2
're	be	vbr
working	work	vvg
together	together	rl
.	.	y
He	he	pphs1
--		zz
he	he	pphs1
's	be	vbz
a	a	at1
night	night	nnt1
person	person	nn1
.	.	y
I	i	ppis1
'm	be	vbm
a	a	at1
day	day	nnt1
person	person	nn1
.	.	y
@(Footage-of-the-Mey)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Annette	annette	np1
works	work	vvz
in	in	ii_rp@
a	a	at1
carefully	carefully	rr
ordered	order	vvn_jj@_vvd
corner	corner	nn1
of	of	io
their	their	appge
New	new	np1
York	york	np1
living	living	nn1
room	room	nn1
.	.	y
Marty	marty	nn1_np1@
writes	write	vvz
in	in	ii_rp@
a	a	at1
cluttered	cluttered	jj
den	den	nn1
at	at	ii
the	the	at
back	back	nn1
of	of	io
the	the	at
apartment	apartment	nn1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
it	it	pph1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
just	just	rr
writes	write	vvz
,	,	y
you	you	ppy
know	know	vv0
,	,	y
and	and	cc
I	i	mc1%_zz1%_ppis1
--		nn1_jj
I	i	ppis1
edit	edit	vv0
in	in	ii_rp@
my	my	appge
head	head	nn1
sort	sort	rr21@
of	of	rr22
as	as	csa
I	i	ppis1
go	go	vv0
along	along	rp
...	...	...
@!MASON		zzq
:	:	y
Right	right	rr_nn1_jj
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
...	...	...
so	so	cs@_rr
it	it	pph1
's	be	vbz
--		zz
it	it	pph1
's	be	vbz
very	very	rg
difficult	difficult	jj
.	.	y
@!Mr-MEYERS		zzq
:	:	y
And	and	cc
I	i	ppis1
work	work	vv0
like	like	ii
an	a	at1
actor	actor	nn1
.	.	y
The	the	at
trick	trick	nn1
of	of	io
being	be	vbg
a	a	at1
good	good	jj
actor	actor	nn1
,	,	y
if	if	cs
you	you	ppy
're	be	vbr
creating	create	vvg
something	something	pn1
,	,	y
is	be	vbz
have	have	vh0
no	no	at
governors	governor	nn2
on	on	ii
you	you	ppy
whatsoever	whatsoever	ddqv
.	.	y
You	you	ppy
go	go	vv0
,	,	y
'	'	"@
Blah	blah	uh
!	!	y
'	'	ge_"@
so	so	rr_cs@
you	you	ppy
just	just	rr
put	put	vv0_vvd_vvn
it	it	pph1
all	all	db
out	out	rp
there	there	rl
.	.	y
Maybe	maybe	rr
50	50	mc
percent	percent	nnu
is	be	vbz
garbage	garbage	nn1
.	.	y
So	so	rr
what	what	ddq
?	?	y
You	you	ppy
throw	throw	vv0
it	it	pph1
away	away	rl
,	,	y
or	or	cc
you	you	ppy
rewrite	rewrite	vv0
it	it	pph1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
I	i	ppis1
throw	throw	vv0
it	it	pph1
away	away	rl
.	.	y
@!Mr-MEYERS		zzq
:	:	y
You	you	ppy
're	be	vbr
encouraging	encourage	vvg@
her	her	ppho1
.	.	y
We	we	ppis2
both	both	db2_rr
--		zz
each	each	dd1
want	want	vv0
to	to	to
be	be	vbi
the	the	at
boss	boss	nn1
.	.	y
@!MASON		zzq
:	:	y
That	that	dd1
is	be	vbz
tough	tough	jj
.	.	y
@!Mr-MEYERS		zzq
:	:	y
It	it	nn1@_pph1
is.	is	nnu
@!Mrs-MEYERS		zzq
:	:	y
Yes	yes	uh
.	.	y
@!MASON		zzq
:	:	y
That	that	dd1
's	be	vbz
a	a	at1
problem	problem	nn1
.	.	y
@!Mr-MEYERS		zzq
:	:	y
Yep	yep	uh
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
In	in	ii
a	a	at1
marriage	marriage	nn1
,	,	y
it	it	pph1
's	be	vbz
very	very	rg
difficult	difficult	jj
.	.	y
And	and	cc
when	when	cs_rrq
you	you	ppy
're	be	vbr
writing	write	vvg
together	together	rl
,	,	y
oh	oh	uh
,	,	y
that	that	dd1
's	be	vbz
when	when	rrq
it	it	pph1
leads	lead	vvz
to	to	to
murder	murder	vvi
.	.	y
@(Footage-of-Meyers-)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
As	as	ii_csa
an	a	at1
actor	actor	nn1
,	,	y
Marty	marty	np1_jj
Meyers	meyer	np2
could	could	vm
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
bad	bad	jj
guy	guy	nn1
Stan	stan	np1
Pearlo	pearlo	np1
on	on	ii
the	the	at
soap	soap	nn1
opera	opera	nn1
"	"	y
One	one	mc1
Life	life	nn1
to	to	ii
Live	live	jj
.	.	y
"	"	y
@(Photograph-of-Meye)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Meyers	meyer	np2
'	'	ge
film	film	nn1
career	career	nn1
began	begin	vvd
in	in	ii
the	the	at
opening	opening	nn1_jj@
scene	scene	nn1
of	of	io
the	the	at
1967	1967	mc
film	film	nn1_vv0%
"	"	y
The	the	at
Incident	incident	nn1
.	.	y
"	"	y
He	he	pphs1
played	play	vvd
the	the	at
pool	pool	nn1
hall	hall	nn1
owner	owner	nn1
opposite	opposite	ii%_rl@
an	a	at1
unknown	unknown	jj
actor	actor	nn1
named	name	vvd
Martin	martin	np1
Sheen	sheen	np1_nn1
.	.	y
@!Mr-MEYERS		zzq
:	:	y
Here	here	rl
's	's	ge_vbz
Marty	marty	nn1_jj_np1
looking	look	vvg
very	very	rg
young	young	jj
.	.	y
It	it	pph1
was	be	vbdz
Marty	marty	np1
's	's	ge
debut	debut	nn1
in	in	ii
the	the	at
movies	movie	nn2
...	...	...
@!MASON		zzq
:	:	y
Right	right	rr_nn1_jj
.	.	y
@!Mr-MEYERS		zzq
:	:	y
...	...	...
mine	mine	nn1_ppge
,	,	y
too	too	rr@_rg
,	,	y
but	but	ccb
he	he	pphs1
did	do	vdd
a	a	rr21
little	little	rr22
better	better	rrr_jjr
.	.	y
@(Photograph-and-foo)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Marty	marty	jj_np1
Meyers	meyer	np2
went	go	vvd
on	on	rp
to	to	to
have	have	vhi
a	a	at1
series	series	nn
of	of	io
very	very	rg
small	small	jj
parts	part	nn2
in	in	ii
very	very	rg
big	big	jj
films	film	nn2
.	.	y
He	he	pphs1
played	play	vvd
the	the	at
wedding	wedding	nn1
photographer	photographer	nn1
in	in	ii
"	"	y
Goodbye	goodbye	uh
Columbus	columbus	np1
,	,	y
"	"	y
he	he	pphs1
was	be	vbdz
a	a	at1
face	face	nn1
in	in	ii
the	the	at
crowd	crowd	nn1
in	in	ii
"	"	y
The	the	at
Producers	producer	nn2
,	,	y
"	"	y
and	and	cc
a	a	at1
man	man	nn1
on	on	ii
the	the	at
street	street	nn1
in	in	ii
"	"	y
Rosemary	rosemary	np1
's	's	ge
Baby	baby	nn1
.	.	y
"	"	y
@!Mr-MEYERS		zzq
:	:	y
This	this	dd1
was	be	vbdz
a	a	at1
great	great	jj
job	job	nn1
.	.	y
First	first	md
day	day	nnt1
I	i	ppis1
walked	walk	vvd
to	to	ii
my	my	appge
mark	mark	nn1
,	,	y
second	second	md
day	day	nnt1
I	i	ppis1
walked	walk	vvd
away	away	ii21_rl
from	from	ii22_ii
my	my	appge
mark	mark	nn1
,	,	y
third	third	md
day	day	nnt1
I	i	ppis1
said	say	vvd
my	my	appge
line	line	nn1
,	,	y
fourth	fourth	md
day	day	nnt1
I	i	ppis1
milled	mill	vvd
in	in	ii
the	the	at
crowd	crowd	nn1
,	,	y
and	and	cc
the	the	at
fifth	fifth	md
day	day	nnt1
somebody	somebody	pn1
said	say	vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
'	'	"@_ge
@(Footage-of-book-co)		zzc
@!Mr-MEYERS		zzq
:	:	y
@(Voiceover)		zzc
And	and	cc
when	when	rrq_cs
parts	part	nn2
were	be	vbdr
hard	hard	jj
to	to	to
come	come	vvi
by	by	ii
,	,	y
in	in	ii
the	the	at
'	'	"@_ge
70s	70s	mc2
,	,	y
Marty	marty	np1
wrote	write	vvd
a	a	at1
series	series	nn
of	of	io
pulp	pulp	nn1
private	private	jj_nn1@
eye	eye	nn1
novels	novel	nn2
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
Worrisome	worrisome	jj_np1
stuff	stuff	nn1
.	.	y
@!Mr-MEYERS		zzq
:	:	y
I	i	ppis1
was	be	vbdz
just	just	rr_jj@
writing	write	vvg_nn1
because	because	cs
I	i	ppis1
was	be	vbdz
frustrated	frustrate	vvn
.	.	y
The	the	at
way	way	nn1
she	she	pphs1
baked	bake	vvd
in	in	bcl21
order	order	bcl22
to	to	to
forget	forget	vvi
the	the	at
fact	fact	nn1
that	that	cst
she	she	pphs1
could	could	vm
n't	n't	xx
get	get	vvi
published	publish	vvn
,	,	y
I	i	ppis1
wrote	write	vvd
in	in	bcl21
order	order	bcl22
to	to	to
forget	forget	vvi
the	the	at
fa	fa	nn1
--		nn1_jj
fa	fa	nn1
--		nn1_jj
fact	fact	nn1
I	i	ppis1
could	could	vm
n't	n't	xx
get	get	vvi
a	a	at1
part	part	nn1
.	.	y
@(Photograph-of-Mrs.)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
While	while	cs
Annette	annette	np1
was	be	vbdz
waiting	wait	vvg
for	for	if
her	her	appge
breakthrough	breakthrough	nn1
as	as	ii_csa
an	a	at1
author	author	nn1
,	,	y
she	she	pphs1
worked	work	vvd
as	as	ii_csa
the	the	at
production	production	nn1
assistant	assistant	nn1
to	to	ii
Broadway	broadway	np1_nn1
legend	legend	nn1
Hal	hal	np1
Prince	prince	nn1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
I	i	ppis1
raised	raise	vvd
money	money	nn1
for	for	if
the	the	at
shows	show	nn2
.	.	y
I	i	ppis1
got	get	vvd
to	to	to
know	know	vvi
all	all	db
the	the	at
investors	investor	nn2
.	.	y
Hal	hal	np1
did	do	vdd
not	not	xx
like	like	vvi
that	that	dd1
part	part	nn1
.	.	y
Hal	hal	np1
wanted	want	vvd
to	to	to
be	be	vbi
a	a	at1
director	director	nn1
.	.	y
@(Footage-of-Prince-)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
She	she	pphs1
helped	help	vvd
raise	raise	nn1@_vv0
money	money	nn1
for	for	if
"	"	y
Cabaret	cabaret	nn1
,	,	y
"	"	y
"	"	y
Company	company	nn1
,	,	y
"	"	y
"	"	y
Fiddler	fiddler	nn1
on	on	ii
the	the	at
Roof	roof	nn1
"	"	y
and	and	cc
"	"	y
A	a	zz1_at1@
Funny	funny	jj
Thing	thing	nn1
Happened	happen	vvd_vvn@
on	on	ii
the	the	at
Way	way	nn1
to	to	ii
the	the	at
Forum	forum	nn1
.	.	y
"	"	y
But	but	ccb
after	after	ii_cs
15	15	mc
years	year	nnt2
,	,	y
Annette	annette	np1
felt	feel	vvd
it	it	pph1
was	be	vbdz
time	time	nnt1
to	to	to
leave	leave	vvi
the	the	at
theater	theater	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
'	'	"@
Oh	oh	uh
,	,	y
darling	darling	nn1
,	,	y
you	you	ppy
'll	will	vm
never	never	rr
be	be	vbi
happy	happy	jj
out	out	rp
there	there	rl
.	.	y
'	'	"@_ge
And	and	cc
--		zz
and	and	cc
I	i	ppis1
said	say	vvd
,	,	y
'	'	"@
Why	why	rrq
not	not	xx
?	?	y
'	'	"@_ge
And	and	cc
he	he	pphs1
said	say	vvd
,	,	y
'	'	ge_"@
Because	because	cs
you	you	ppy
have	have	vh0
an	a	at1
overdeveloped	overdeveloped	jj@
sense	sense	nn1
of	of	io
injustice	injustice	nn1
.	.	y
'	'	"@_ge
And	and	cc
I	i	ppis1
do	do	vd0
.	.	y
And	and	cc
--		zz
and	and	cc
he	he	pphs1
was	be	vbdz
so	so	rg_rr
right	right	jj
.	.	y
And	and	cc
that	that	dd1
's	be	vbz
what	what	ddq
makes	make	vvz
a	a	at1
good	good	jj
mystery	mystery	nn1
writer	writer	nn1
.	.	y
@(Footage-of-skyscra)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
Annette	annette	np1
then	then	rt
unexpectedly	unexpectedly	rr
stumbled	stumble	vvd_vvn@
into	into	ii
a	a	at1
new	new	jj
career	career	nn1
as	as	ii_csa
a	a	at1
headhunter	headhunter	nn1
on	on	ii
Wall	wall	np1
Street	street	nnl1
.	.	y
Then	then	rt
at	at	ii
lunch	lunch	nn1
one	one	mc1
day	day	nnt1
,	,	y
a	a	at1
client	client	nn1
excused	excuse	vvd_vvn
himself	himself	ppx1
to	to	to
go	go	vvi
to	to	ii
a	a	at1
phone	phone	nn1
booth	booth	nn1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
I	i	ppis1
could	could	vm
see	see	vvi
him	him	ppho1
huddled	huddle	vvn_vvd
over	over	ii_rp
the	the	at
telephone	telephone	nn1
.	.	y
And	and	cc
I	i	ppis1
thought	think	vvd
,	,	y
'	'	"@_ge
What	what	ddq
if	if	cs
I	i	ppis1
open	open	vv0
the	the	at
door	door	nn1
and	and	cc
he	he	pphs1
slides	slide	vvz
out	out	rp
dead	dead	jj
?	?	y
'	'	"@_ge
And	and	cc
that	that	dd1
's	be	vbz
how	how	rrq
it	it	pph1
started	start	vvd
.	.	y
@(Footage-of-book-co)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
She	she	pphs1
called	call	vvd@
it	it	pph1
"	"	y
The	the	at
Big	big	jj
Killing	killing	nn1
.	.	y
"	"	y
It	it	pph1
would	would	vm
be	be	vbi
Annette	annette	np1
Meyers	meyer	np2
'	'	ge
big	big	jj
break	break	nn1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
So	so	rr
that	that	dd1
's	be	vbz
the	the	at
way	way	nn1
Smith	smith	np1
and	and	cc
Wetzon	wetzon	np1
were	be	vbdr
born	born	vvn
.	.	y
I	i	ppis1
used	use	vvd
two	two	mc
women	woman	nn2
--		nn1_jj
very	very	rg
successful	successful	jj
headhunters	headhunter	nn2
--		nn1
who	who	pnqs
stumble	stumble	vv0
over	over	rp_ii
bodies	body	nn2
on	on	ii
Wall	wall	np1
Street	street	nnl1
.	.	y
qwq		xx
@		ii
(	(	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
off	off	rp
,	,	y
sitting	sit	vvg
at	at	ii
home	home	nn1
one	one	mc1
day	day	nnt1
,	,	y
Annette	annette	np1
suddenly	suddenly	rr
had	have	vhn@_vhd
a	a	at1
vision	vision	nn1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
I	i	ppis1
looked	look	vvd
up	up	rp
and	and	cc
I	i	ppis1
saw	see	vvd
a	a	at1
figure	figure	nn1
standing	stand	vvg_nn1
there	there	rl
that	that	cst
I	i	ppis1
call	call	vv0
a	a	at1
hologram.	hologram	nnu
qwq		xx
@		ii
(	(	y
Footage-of-statue		np1
;		np1
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
The	the	at
image	image	nn1
of	of	io
a	a	at1
Dutch	dutch	jj
lawman	lawman	nn1
in	in	ii
17th	17th	md
century	century	nnt1
New	new	np1
York	york	np1
would	would	vm
n't	n't	xx
leave	leave	vvi
her	her	appge_ppho1
alone	alone	jj
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
the	the	at
Dutchman	dutchman	nn1
kept	keep	vvd_vvn
haunting	haunt	vvg
me	me	ppio1
.	.	y
And	and	cc
so	so	rr_cs@
I	i	ppis1
finally	finally	rr
said	say	vvd_vvn@
to	to	ii
Marty	marty	nn1_np1_jj
with	with	iw
trepidation	trepidation	nn1
because	because	cs
we	we	ppis2
fight	fight	vv0
about	about	ii_rp@
everything	everything	pn1
,	,	y
including	including	ii_vvg@
how	how	rrq
to	to	to
stack	stack	vvi
the	the	at
dishes	dish	nn2
in	in	ii
the	the	at
dishwasher	dishwasher	nn1
,	,	y
and	and	cc
I	i	ppis1
said	say	vvd
,	,	y
'	'	"@_ge
Do	do	vd0
you	you	ppy
think	think	vvi
you	you	ppy
might	might	vm
want	want	vvi
to	to	to
write	write	vvi
this	this	dd1
with	with	iw
me	me	ppio1
?	?	y
'	'	ge_"@
@!MASON		zzq
:	:	y
When	when	rrq_cs
she	she	pphs1
said	say	vvd
,	,	y
'	'	"@_ge
I	i	ppis1
've	have	vh0
had	have	vhn
this	this	dd1
vision	vision	nn1
,	,	y
this	this	dd1
hologram	hologram	nn1
,	,	y
'	'	"@_ge
what	what	ddq
did	do	vdd
you	you	ppy
think	think	vvi
?	?	y
@!Mr-MEYERS		zzq
:	:	y
I	i	ppis1
thought	think	vvd
she	she	pphs1
was	be	vbdz
nuts	nuts	jj@_nn2
.	.	y
@(Footage-of-the-Mey)		zzc
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
But	but	ccb
Marty	marty	np1_jj_nn1
eagerly	eagerly	rr
agreed	agree	vvn_vvd
to	to	to
collaborate	collaborate	vvi
...	...	...
@!Mrs-MEYERS		zzq
:	:	y
This	this	dd1
was	be	vbdz
a	a	at1
cow	cow	nn1
path	path	nn1
.	.	y
All	all	db
the	the	at
streets	street	nn2
in	in	ii
New	new	np1
Amsterdam	amsterdam	np1
were	be	vbdr
cow	cow	nn1
paths	path	nn2
.	.	y
@!MASON		zzq
:	:	y
@(Voiceover)		zzc
...	...	...
and	and	cc
the	the	at
couple	couple	nn1
began	begin	vvd
to	to	to
research	research	vvi
the	the	at
early	early	jj
history	history	nn1
of	of	io
New	new	np1
York	york	np1
.	.	y
@!Mrs-MEYERS		zzq
:	:	y
And	and	cc
this	this	dd1
is	be	vbz
called	call	vvn
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
what	what	ddq
is	be	vbz
now	now	rt
New	new	np1
York	york	np1
.	.	y
@(Footage-of-map)		zzc
@!Mr-MEYERS		zzq
:	:	y
The	the	at
first	first	md
thing	thing	nn1
I	i	ppis1
did	do	vdd
,	,	y
I	i	ppis1
wanted	want	vvd
to	to	to
see	see	vvi
where	where	rrq
we	we	ppis2
were	be	vbdr
,	,	y
so	so	cs@_rr
I	i	ppis1
started	start	vvd
with	with	iw
a	a	at1
map	map	nn1
.	.	y
I	i	ppis1
drew	draw	vvd
a	a	at1
map	map	nn1
of	of	io
the	the	at
island	island	nn1
as	as	csa
I	i	ppis1
saw	see	vvd
it	it	pph1
and	and	cc
as	as	csa
I	i	ppis1
read	read	vv0_vvd
about	about	ii
it	it	pph1
.	.	y
And	and	cc
she	she	pphs1
says	say	vvz
,	,	y
'	'	"@_ge
What	what	ddq
's	be	vbz
that	that	dd1
for	for	if
?	?	y
We	we	ppis2
do	do	vd0
n't	n't	xx
need	need	vvi
a	a	at1
map	map	nn1
.	.	y
'	'	"@_ge
And	and	cc
subsequent	subsequent	ii21
to	to	ii22
that	that	dd1
,	,	y
for	for	if
all	all	db
the	the	at
books	book	nn2
she	she	pphs1
negotiated	negotiate	vvd
with	with	iw
the	the	at
--		nn1_jj
through	through	ii
the	the	at
