##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
previously	previously	rr
published	publish	vvn_vvd_jj@
studies	study	nn2
used	use	vvd_vvn
the	the	at
recommended	recommended	jj@
emotional	emotional	jj
adjectives	adjective	nn2
from	from	ii
the	the	at
Gotlib	gotlib	np1_nn1@
studies	study	nn2
.	.	y
<p>	<p>	y
Our	our	appge
aim	aim	nn1
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
was	be	vbdz
to	to	to
examine	examine	vvi
the	the	at
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
of	of	io
the	the	at
ES	es	np1_fw
task	task	nn1
using	use	vvg
the	the	at
Gotlib	gotlib	np1_nn1@
adjectives	adjective	nn2
.	.	y
Of	of	io
particular	particular	jj
relevance	relevance	nn1
to	to	ii
this	this	dd1
objective	objective	nn1
was	be	vbdz
an	a	at1
assessment	assessment	nn1
of	of	io
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
interference	interference	nn1
effects	effect	nn2
.	.	y
We	we	ppis2
examined	examine	vvd
the	the	at
paradox	paradox	nn1
within	within	ii
this	this	dd1
context	context	nn1
.	.	y
We	we	ppis2
formed	form	vvd
the	the	at
following	following	jj
hypotheses	hypothesis	nn2
:	:	y
If	if	cs
the	the	at
variables	variable	nn2
are	be	vbr
not	not	xx
highly	highly	rr
correlated	correlate	vvn_vvd
,	,	y
the	the	at
low	low	jj
reliability	reliability	nn1
will	will	vm
indicate	indicate	vvi
that	that	cst
the	the	at
test	test	nn1
should	should	vm
not	not	xx
be	be	vbi
used	use	vvn
in	in	ii
future	future	jj_nn1
research	research	nn1
examining	examine	vvg
emotional	emotional	jj
processing	processing	nn1
in	in	ii_rp@
either	either	rr
nonclinical	non-clinical	jj
situations	situation	nn2
or	or	cc
for	for	if
disorders	disorder	nn2
of	of	io
emotion	emotion	nn1
.	.	y
If	if	cs
there	there	ex
is	be	vbz
low	low	jj_rr@
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
but	but	ccb
the	the	at
main	main	jj
variables	variable	nn2
are	be	vbr
highly	highly	rr
correlated	correlate	vvn_vvd
,	,	y
this	this	dd1
will	will	vm
indicate	indicate	vvi
that	that	cst
the	the	at
test-retest	test-retest	jj_nn1
statistic	statistic	nn1
is	be	vbz
not	not	xx
appropriate	appropriate	jj
for	for	if
this	this	dd1
task	task	nn1
.	.	y
A	a	at1_zz1
high	high	jj
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
for	for	if
the	the	at
interference	interference	nn1
effect	effect	nn1
may	may	vm
indicate	indicate	vvi
that	that	cst
the	the	at
methodological	methodological	jj
differences	difference	nn2
between	between	ii
the	the	at
present	present	jj_nn1
study	study	nn1
and	and	cc
the	the	at
two	two	mc
previously	previously	rr
reported	report	vvn_vvd_jj@
studies	study	nn2
account	account	vv0
for	for	if
these	these	dd2
differences	difference	nn2
and	and	cc
that	that	cst
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
processing	processing	nn1
.	.	y
Method	method	nn1
<p>	<p>	y
Participants	participant	nn2
<p>	<p>	y
Participants	participant	nn2
were	be	vbdr
33	33	mc
members	member	nn2
of	of	io
the	the	at
staff	staff	nn
or	or	cc
student	student	nn1
body	body	nn1
at	at	ii
Swinburne	swinburne	np1
University	university	nn1
or	or	cc
acquaintances	acquaintance	nn2
of	of	io
the	the	at
investigators	investigator	nn2
(	(	y
19	19	mc
women	woman	nn2
and	and	cc
14	14	mc
men	man	nn2
,	,	y
with	with	iw
a	a	at1
mean	mean	jj
age	age	nn1
of	of	io
27	27	mc
years	year	nnt2
SD	sd	np1
=	=	fo
5.54	5.54	mc
)	)	y
.	.	y
We	we	ppis2
screened	screen	vvd
all	all	db
the	the	at
participants	participant	nn2
for	for	if
any	any	dd
medical	medical	jj
or	or	cc
psychological	psychological	jj
illnesses	illness	nn2
by	by	ii
having	have	vhg
them	them	ppho2
complete	complete	vv0
a	a	at1
standard	standard	jj
mental	mental	jj
health	health	nn1
questionnaire	questionnaire	nn1
,	,	y
and	and	cc
all	all	rr@_db
provided	provided	cs_vvn_vvd
informed	inform	vvn_jj@_vvd
written	written	jj@
consent	consent	nn1
to	to	to
participate	participate	vvi
.	.	y
The	the	at
research	research	nn1
was	be	vbdz
approved	approve	vvn
by	by	ii
the	the	at
Swinburne	swinburne	np1
University	university	nn1
Human	human	nn1_jj
Research	research	nn1
Ethics	ethics	nn
Committee	committee	nn1
.	.	y
All	all	db
participants	participant	nn2
were	be	vbdr
of	of	io
White	white	jj_np1
European	european	jj
origin	origin	nn1
.	.	y
<p>	<p>	y
Materials	material	nn2
<p>	<p>	y
The	the	at
task	task	nn1
we	we	ppis2
administered	administer	vvd@
was	be	vbdz
based	base	vvn
on	on	ii
the	the	at
ES	es	np1_fw
task	task	nn1
developed	develop	vvn
by	by	ii
Gotlib	gotlib	np1
and	and	cc
McCann	mccann	np1
(	(	y
1984	1984	mc
)	)	y
and	and	cc
consisted	consist	vvd_vvn
of	of	io
color	color	nn1
words	word	nn2
presented	present	vvn_vvd
on	on	ii
a	a	at1
computer	computer	nn1
screen	screen	nn1
using	use	vvg
Arial	arial	jj_np1
Black	black	jj
font	font	nn1
,	,	y
size	size	nn1
72	72	mc
.	.	y
In	in	ii
total	total	nn1_jj
,	,	y
120	120	mc
words	word	nn2
were	be	vbdr
selected	select	vvn
from	from	ii
the	the	at
list	list	nn1
supplied	supply	vvn
by	by	ii
Gotlib	gotlib	np1
and	and	cc
McCann	mccann	np1
.	.	y
Of	of	io
these	these	dd2
words	word	nn2
,	,	y
40	40	mc
were	be	vbdr
depressive	depressive	nn1
,	,	y
40	40	mc
were	be	vbdr
neutral	neutral	jj
and	and	cc
40	40	mc
were	be	vbdr
manic	manic	jj
.	.	y
We	we	ppis2
presented	present	vvd
the	the	at
words	word	nn2
in	in	ii
one	one	mc1
of	of	io
four	four	mc
colors	color	nn2
;	;	y
red	red	jj_nn1
,	,	y
green	green	jj_nn1
,	,	y
white	white	jj_nn1@
,	,	y
and	and	cc
blue	blue	jj_nn1@
.	.	y
The	the	at
object	object	nn1
of	of	io
the	the	at
task	task	nn1
was	be	vbdz
for	for	if
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
as	as	csa
possible	possible	jj
.	.	y
We	we	ppis2
administered	administer	vvd
the	the	at
Beck	beck	np1_nn1@
Depression	depression	nn1
Inventory	inventory	nn1
II	ii	mc
(	(	y
BDI-II	bdi-ii	mc
;	;	y
Beck	beck	np1
,	,	y
Steer	steer	np1_vv0
,	,	y
&;	&;	x
Brown	brown	np1
,	,	y
1996	1996	mc
)	)	y
at	at	ii
both	both	rr
Time	time	nnt1
1	1	mc1
and	and	cc
Time	time	nnt1
2	2	mc
to	to	to
exclude	exclude	vvi
any	any	dd
potential	potential	jj_nn1
changes	change	nn2
in	in	ii
mood	mood	nn1
over	over	ii
the	the	at
testing	testing	nn1_jj@
interval	interval	nn1
.	.	y
<p>	<p>	y
Procedure	procedure	nn1
<p>	<p>	y
We	we	ppis2
tested	test	vvd
the	the	at
participants	participant	nn2
on	on	ii
two	two	mc
occasions	occasion	nn2
,	,	y
1	1	mc1
week	week	nnt1
apart	apart	rl
.	.	y
We	we	ppis2
seated	seat	vvd
them	them	ppho2
approximately	approximately	rr
1	1	mc1
m	m	nno@_nnu@_zz1
in	in	ii31
front	front	ii32
of	of	ii33
a	a	at1
computer	computer	nn1
screen	screen	nn1
with	with	iw
headphones	headphone	nn2
and	and	cc
a	a	at1
microphone	microphone	nn1
to	to	to
record	record	vvi
response	response	nn1
time	time	nnt1
(	(	y
RT	rt	np1
)	)	y
for	for	if
the	the	at
ES	es	np1_fw
task	task	nn1
.	.	y
We	we	ppis2
instructed	instruct	vvd
the	the	at
participants	participant	nn2
to	to	to
say	say	vvi
the	the	at
color	color	nn1
of	of	io
the	the	at
presented	presented	jj@
word	word	nn1
as	as	rg
quickly	quickly	rr
as	as	csa
they	they	pphs2
could	could	vm
because	because	cs
we	we	ppis2
were	be	vbdr
recording	record	vvg
their	their	appge
RTs	rts	np1
.	.	y
The	the	at
words	word	nn2
were	be	vbdr
presented	present	vvn
for	for	if
1.5	1.5	mc
s	s	zz1
.	.	y
Between	between	ii
each	each	dd1
word	word	nn1
presentation	presentation	nn1
there	there	ex_rl
was	be	vbdz
a	a	at1
blank	blank	jj
screen	screen	nn1
for	for	if
250	250	mc
ms	ms	nn1
and	and	cc
a	a	at1
fixation	fixation	nn1
cross	cross	nn1_vv0
for	for	if
1	1	mc1
s	s	zz1
.	.	y
To	to	to
minimize	minimize	vvi
order	order	nn1
effects	effect	nn2
,	,	y
we	we	ppis2
gave	give	vvd
half	half	db
the	the	at
participants	participant	nn2
the	the	at
depressive	depressive	nn1
words	word	nn2
first	first	md
,	,	y
followed	follow	vvn
by	by	ii
neutral	neutral	jj
words	word	nn2
,	,	y
and	and	cc
finally	finally	rr
the	the	at
manic	manic	jj
words	word	nn2
.	.	y
The	the	at
remaining	remaining	jj
participants	participant	nn2
received	receive	vvd_vvn
the	the	at
words	word	nn2
in	in	ii
the	the	at
opposite	opposite	jj
order	order	nn1
(	(	y
i.e.	ie	rex
,	,	y
manic	manic	jj
,	,	y
followed	follow	vvn
by	by	ii
neutral	neutral	jj
and	and	cc
depressive	depressive	nn1
words	word	nn2
)	)	y
.	.	y
Results	result	nn2
<p>	<p>	y
BDI-II	bdi-ii	mc
scores	score	nn2
ranged	range	vvn_vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
1	1	mc1
and	and	cc
2	2	mc
,	,	y
respectively	respectively	rr
.	.	y
The	the	at
mean	mean	jj_nn1@
BDI-II	bdi-ii	mc
score	score	vv0_nn1
for	for	if
Session	session	nnt1
1	1	mc1
was	be	vbdz
2.88	2.88	mc
(	(	y
SD	sd	np1
-	-	-
3.27	3.27	mc
)	)	y
and	and	cc
for	for	if
Session	session	nnt1
2	2	mc
,	,	y
2.19	2.19	mc
(	(	y
SD-	sd-	nn1_jj
2.74	2.74	mc
)	)	y
;	;	y
these	these	dd2
means	mean	nn
reflected	reflect	vvd_vvn
very	very	rg
low	low	jj
scores	score	nn2
on	on	ii
this	this	dd1
scale	scale	nn1
.	.	y
A	a	at1_zz1
two-tailed	two-tailed	jj
t	t	zz1
test	test	nn1
indicated	indicate	vvd_vvn
that	that	cst
the	the	at
change	change	nn1
in	in	ii
the	the	at
mean	mean	jj
score	score	nn1
was	be	vbdz
not	not	xx
significant	significant	jj
,	,	y
t(31)	t(31)	fo
=	=	fo
1.71	1.71	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
.	.	y
<p>	<p>	y
The	the	at
mean	mean	jj
RTs	rts	np1
(	(	y
from	from	ii
Session	session	nnt1
1	1	mc1
to	to	ii
Session	session	nnt1
2	2	mc
)	)	y
were	be	vbdr
stable	stable	jj
over	over	ii
time	time	nnt1
(	(	y
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
Correlations	correlation	nn2
were	be	vbdr
also	also	rr
computed	compute	vvn_vvd
from	from	ii
RTs	rts	np1
in	in	ii
the	the	at
neutral	neutral	jj
,	,	y
depressive	depressive	nn1
,	,	y
and	and	cc
manic	manic	jj
conditions	condition	nn2
at	at	ii
Time	time	nnt1
1	1	mc1
and	and	cc
Time	time	nnt1
2	2	mc
.	.	y
For	for	if
neutral	neutral	jj
words	word	nn2
,	,	y
r	xx_r	zz1
=	=	fo
.80	.80	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
;	;	y
for	for	if
depressive	depressive	nn1
words	word	nn2
,	,	y
r	xx_r	zz1
=	=	fo
.80	.80	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
;	;	y
and	and	cc
for	for	if
manic	manic	jj
words	word	nn2
,	,	y
r	xx_r	zz1
=	=	fo
.77	.77	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
These	these	dd2
correlations	correlation	nn2
indicate	indicate	vv0
that	that	cst
the	the	at
RTs	rts	np1
derived	derive	vvn
from	from	ii
each	each	dd1
of	of	io
the	the	at
emotional	emotional	jj
conditions	condition	nn2
were	be	vbdr
consistent	consistent	jj
over	over	ii
time	time	nnt1
.	.	y
For	for	if
each	each	dd1
category	category	nn1
of	of	io
words	word	nn2
,	,	y
the	the	at
correlation	correlation	nn1
was	be	vbdz
positive	positive	jj
.	.	y
<p>	<p>	y
As	as	csa
stated	state	vvn
previously	previously	rr
,	,	y
the	the	at
ES	es	np1_fw
task	task	nn1
is	be	vbz
an	a	at1
interference	interference	nn1
task	task	nn1
.	.	y
Hence	hence	rr
,	,	y
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
reaction	reaction	nn1
times	time	nnt2
(	(	y
RTs	rts	np1
)	)	y
.	.	y
To	to	to
calculate	calculate	vvi
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
interference	interference	nn1
effect	effect	nn1
,	,	y
we	we	ppis2
subtracted	subtract	vvd
the	the	at
RTs	rts	np1
for	for	if
the	the	at
emotional	emotional	jj
words	word	nn2
from	from	ii
the	the	at
neutral	neutral	jj
words	word	nn2
(	(	y
e.g.	eg	rex
,	,	y
depressive	depressive	nn1
interference	interference	nn1
RT	rt	nn1_np1
depressed	depressed	jj_vvd@_vvn@
-	-	-
RT	rt	np1_jj@
neutral	neutral	jj
,	,	y
and	and	cc
manic	manic	jj
interference	interference	nn1
RT	rt	nn1_np1
manic	manic	jj
-	-	-
RT	rt	np1_jj@
neutral	neutral	jj
)	)	y
for	for	if
both	both	rr
Time	time	nnt1
1	1	mc1
and	and	cc
Time	time	nnt1
2	2	mc
.	.	y
Test-retest	test-retest	jj_nn1
reliability	reliability	nn1
correlations	correlation	nn2
for	for	if
the	the	at
interference	interference	nn1
effect	effect	nn1
of	of	io
the	the	at
ES	es	np1_fw
words	word	nn2
were	be	vbdr
r	xx_r	zz1
=	=	fo
.24	.24	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
,	,	y
for	for	if
depressive	depressive	nn1
words	word	nn2
and	and	cc
r	xx_r	zz1
=	=	fo
-.11	-.11	mc
,	,	y
p	xx_p	zz1
>	&gt;	fo
.05	.05	mc
,	,	y
for	for	if
manic	manic	jj
words	word	nn2
.	.	y
These	these	dd2
correlations	correlation	nn2
were	be	vbdr
nonsignificant	nonsignificant	jj
and	and	cc
unacceptably	unacceptably	rr
low	low	jj
for	for	if
the	the	at
purposes	purpose	nn2
of	of	io
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
and	and	cc
indicate	indicate	vv0
the	the	at
lack	lack	nn1
of	of	io
reliability	reliability	nn1
for	for	if
depressive	depressive	nn1
and	and	cc
manic	manic	jj
interference	interference	nn1
effect	effect	nn1
.	.	y
Thus	thus	rr
,	,	y
the	the	at
interference	interference	nn1
effects	effect	nn2
from	from	ii
Session	session	nnt1
1	1	mc1
are	be	vbr
not	not	xx
comparable	comparable	jj
to	to	ii
the	the	at
interference	interference	nn1
effects	effect	nn2
seen	see	vvn
at	at	ii
Session	session	nnt1
2	2	mc
.	.	y
<p>	<p>	y
We	we	ppis2
conducted	conduct	vvd
a	a	at1
further	far	jjr@
analysis	analysis	nn1
on	on	ii
the	the	at
RTs	rts	np1
to	to	to
examine	examine	vvi
the	the	at
paradox	paradox	nn1
for	for	if
the	the	at
reliability	reliability	nn1
of	of	io
difference	difference	nn1
scores	score	nn2
.	.	y
The	the	at
correlations	correlation	nn2
of	of	io
RTs	rts	np1
of	of	io
emotional	emotional	jj
words	word	nn2
with	with	iw
neutral	neutral	jj
words	word	nn2
are	be	vbr
contained	contain	vvn
in	in	ii
Table	table	nn1
2	2	mc
;	;	y
all	all	db
the	the	at
correlations	correlation	nn2
were	be	vbdr
positive	positive	jj
,	,	y
significant	significant	jj
,	,	y
and	and	cc
very	very	rg
strong	strong	jj
,	,	y
and	and	cc
r	xx_r	zz1
values	value	nn2
were	be	vbdr
.90	.90	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
emotional	emotional	jj
words	word	nn2
were	be	vbdr
strongly	strongly	rr
correlated	correlate	vvn_vvd
with	with	iw
the	the	at
RTs	rts	np1
of	of	io
the	the	at
neutral	neutral	jj
words	word	nn2
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
Our	our	appge
major	major	jj
aim	aim	nn1
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
was	be	vbdz
to	to	to
examine	examine	vvi
the	the	at
test-retest	test-retest	jj_nn1
reliabilities	reliability	nn2
of	of	io
the	the	at
three	three	mc
emotion	emotion	nn1
conditions	condition	nn2
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
interference	interference	nn1
indices	index	nn2
.	.	y
The	the	at
interference	interference	nn1
indices	index	nn2
had	have	vhd
been	be	vbn
previously	previously	rr
hypothesized	hypothesize	vvn
to	to	to
reflect	reflect	vvi
the	the	at
bias	bias	nn1
in	in	ii
processing	process	vvg_nn1
emotion-laden	emotion-laden	jj_nn1
words	word	nn2
.	.	y
Our	our	appge
results	result	nn2
indicated	indicate	vvd_vvn
high	high	jj_rr@
test-retest	test-retest	jj_nn1
reliabilities	reliability	nn2
for	for	if
the	the	at
RTs	rts	np1
derived	derive	vvn
from	from	ii
each	each	dd1
emotion	emotion	nn1
condition	condition	nn1
separately	separately	rr
but	but	ccb
low	low	rr@_jj
test-retest	test-retest	jj_nn1
reliabilities	reliability	nn2
for	for	if
the	the	at
interference	interference	nn1
indices	index	nn2
.	.	y
<p>	<p>	y
Because	because	cs
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
interference	interference	nn1
indices	index	nn2
was	be	vbdz
very	very	rg
low	low	jj_rr@
,	,	y
additional	additional	jj
analysis	analysis	nn1
were	be	vbdr
conducted	conduct	vvn
to	to	to
confirm	confirm	vvi
the	the	at
paradox	paradox	nn1
.	.	y
The	the	at
low	low	jj
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
for	for	if
the	the	at
interference	interference	nn1
indices	index	nn2
may	may	vm
have	have	vhi
been	be	vbn
because	because	ii21
of	of	ii22
the	the	at
paradox	paradox	nn1
of	of	io
using	use	vvg
change	change	nn1
scores	score	nn2_vvz@
when	when	rrq_cs
two	two	mc
measures	measure	nn2
are	be	vbr
highly	highly	rr
correlated	correlate	vvn_vvd
or	or	cc
,	,	y
in	in	ii
fact	fact	nn1
,	,	y
because	because	ii21
of	of	ii22
the	the	at
very	very	jj
low	low	jj
reliability	reliability	nn1
of	of	io
the	the	at
interference	interference	nn1
indices	index	nn2
.	.	y
RTs	rts	np1
from	from	ii
all	all	db
three	three	mc
conditions	condition	nn2
(	(	y
depression	depression	nn1
,	,	y
neutral	neutral	jj
,	,	y
and	and	cc
manic	manic	jj
)	)	y
were	be	vbdr
highly	highly	rr
correlated	correlate	vvn_vvd
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
,	,	y
indicating	indicate	vvg
that	that	dd1_cst
test-retest	test-retest	jj_nn1
reliability	reliability	nn1
may	may	vm
not	not	xx
be	be	vbi
a	a	at1
valid	valid	jj
statistic	statistic	nn1
to	to	to
use	use	vvi
in	in	ii_rp@
establishing	establish	vvg
the	the	at
reliability	reliability	nn1
of	of	io
these	these	dd2
indices	index	nn2
.	.	y
Perhaps	perhaps	rr
it	it	pph1
would	would	vm
be	be	vbi
more	more	rgr
suitable	suitable	jj
to	to	to
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
words	word	nn2
in	in	ii
the	the	at
individual	individual	jj_nn1
emotion	emotion	nn1
conditions	condition	nn2
.	.	y
These	these	dd2
findings	finding	nn2
are	be	vbr
consistent	consistent	jj
with	with	iw
past	past	jj
studies	study	nn2
examining	examine	vvg
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
ES	es	np1_fw
task	task	nn1
(	(	y
Kindt	kindt	np1
et	et	ra21
al.	al	ra22
,	,	y
1996	1996	mc
;	;	y
Siegrist	siegrist	nn1_jj
,	,	y
1997	1997	mc
)	)	y
.	.	y
<p>	<p>	y
The	the	at
modification	modification	nn1
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
using	use	vvg
the	the	at
Gotlib	gotlib	np1_nn1@
list	list	nn1
of	of	io
words	word	nn2
produced	produce	vvd_vvn
test-retest	test-retest	jj_nn1
correlations	correlation	nn2
for	for	if
RTs	rts	np1
derived	derive	vvn
from	from	ii
the	the	at
different	different	jj
emotion	emotion	nn1
conditions	condition	nn2_vvz%
similar	similar	jj
to	to	ii
those	those	dd2
reported	report	vvn
in	in	ii
the	the	at
two	two	mc
previous	previous	jj
studies	study	nn2
examining	examine	vvg
the	the	at
reliability	reliability	nn1
of	of	io
the	the	at
ES	es	np1_fw
.	.	y
The	the	at
correlations	correlation	nn2
previously	previously	rr
reported	report	vvn_vvd
were	be	vbdr
by	by	ii
Kindt	kindt	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
r	xx_r	zz1
=	=	fo
.65	.65	mc
to	to	ii
.84	.84	mc
)	)	y
and	and	cc
by	by	ii
Siegrist	siegrist	nn1_jj
(	(	y
r	xx_r	zz1
=	=	fo
.84	.84	mc
to	to	ii
.91	.91	mc
)	)	y
.	.	y
<p>	<p>	y
For	for	if
both	both	db2
these	these	dd2
previous	previous	jj
studies	study	nn2
(	(	y
Kindt	kindt	np1
et	et	ra21
al.	al	ra22
,	,	y
1996	1996	mc
;	;	y
Siegrist	siegrist	nn1_jj
,	,	y
1997	1997	mc
)	)	y
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
current	current	jj
