##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
Extrinsic	extrinsic	jj
Job-Outcome	job-outcome	np1
Values	value	nn2_vvz@
.	.	y
The	the	at
fourth	fourth	md
factor	factor	nn1
was	be	vbdz
made	make	vvn
up	up	rp
of	of	io
only	only	rr
two	two	mc
values	value	nn2
:	:	y
hours	hour	nnt2
of	of	io
work	work	nn1
and	and	cc
working	work	vvg_jj@
conditions	condition	nn2
.	.	y
It	it	pph1
was	be	vbdz
called	call	vvn
Extrinsic	extrinsic	jj
Job-Related	job-related	jj_nn1
Values	value	nn2
.	.	y
<p>	<p>	y
The	the	at
fifth	fifth	md
factor	factor	nn1
consisted	consist	vvd_vvn
solely	solely	rr
of	of	io
three	three	mc
dimensions	dimension	nn2
of	of	io
satisfaction	satisfaction	nn1
:	:	y
opportunities	opportunity	nn2
for	for	if
promotion	promotion	nn1
,	,	y
supervision	supervision	nn1
,	,	y
and	and	cc
co-workers	co-worker	nn2
.	.	y
The	the	at
other	other	jj_nn1@
two	two	mc
dimensions	dimension	nn2
,	,	y
satisfaction	satisfaction	nn1
with	with	iw
work	work	nn1
(	(	y
Factor	factor	nn1
1	1	mc1
)	)	y
and	and	cc
pay	pay	nn1_vv0
(	(	y
Factor	factor	nn1
3	3	mc
)	)	y
,	,	y
loaded	load	vvn_vvd@_jj
partially	partially	rr
on	on	ii
this	this	dd1
factor	factor	nn1
(	(	y
.44	.44	mc
and	and	cc
.	.	y
17	17	mc
,	,	y
respectively	respectively	rr
)	)	y
.	.	y
The	the	at
fifth	fifth	md
factor	factor	nn1
thus	thus	rr
represents	represent	vvz
aspects	aspect	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
because	because	cs
it	it	pph1
does	do	vdz
not	not	xx
contain	contain	vvi
any	any	dd
of	of	io
Elizur	elizur	np1_nn1
's	's	ge
values	value	nn2
.	.	y
This	this	dd1
factor	factor	nn1
was	be	vbdz
called	call	vvn
Extrinsic	extrinsic	jj
People-Related	people-related	jj_nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
element	element	nn1
is	be	vbz
present	present	jj_nn1
in	in	ii
this	this	dd1
factor	factor	nn1
and	and	cc
absent	absent	jj_vv0@
in	in	ii
the	the	at
other	other	jj
factors	factor	nn2
.	.	y
<p>	<p>	y
Correlation	correlation	nn1
Analyses	analysis	nn2_vvz
<p>	<p>	y
To	to	to
discover	discover	vvi
which	which	ddq
values	value	vvz@
best	best	rrt
predicted	predict	vvn_vvd
each	each	dd1
of	of	io
the	the	at
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
I	i	ppis1
performed	perform	vvd
simple	simple	jj
correlation	correlation	nn1
and	and	cc
regression	regression	nn1
analyses	analysis	nn2_vvz
.	.	y
Pearson	pearson	np1
correlations	correlation	nn2
indicated	indicate	vvd_vvn
that	that	cst
each	each	dd1
of	of	io
the	the	at
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
was	be	vbdz
statistically	statistically	rr
,	,	y
but	but	ccb
not	not	xx
always	always	rr
meaningfully	meaningfully	rr
,	,	y
correlated	correlate	vvn_vvd
with	with	iw
most	most	dat
of	of	io
the	the	at
work	work	nn1
values	value	nn2
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
work	work	nn1
itself	itself	ppx1
,	,	y
correlations	correlation	nn2
ranged	range	vvn_vvd
from	from	ii
.54	.54	mc
for	for	if
achievement	achievement	nn1
to	to	ii_to
.	.	y
12	12	mc
for	for	if
benefits	benefit	nn2
or	or	cc
security	security	nn1
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
pay	pay	nn1
,	,	y
correlations	correlation	nn2
ranged	range	vvn_vvd
from	from	ii
.36	.36	mc
for	for	if
status	status	nn1
and	and	cc
benefits	benefit	nn2
to	to	ii
.06	.06	mc
for	for	if
pride	pride	nn1
in	in	ii
the	the	at
organization	organization	nn1
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
opportunities	opportunity	nn2
for	for	if
promotion	promotion	nn1
,	,	y
correlations	correlation	nn2
ranged	range	vvn_vvd
from	from	ii
.38	.38	mc
for	for	if
recognition	recognition	nn1
and	and	cc
.34	.34	mc
for	for	if
influence	influence	nn1
over	over	ii
work	work	nn1
and	and	cc
the	the	at
organization	organization	nn1
to	to	ii
.07	.07	mc
for	for	if
security	security	nn1
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
supervision	supervision	nn1
,	,	y
correlations	correlation	nn2
ranged	range	vvn_vvd
from	from	ii
.31	.31	mc
for	for	if
pride	pride	nn1
in	in	ii
the	the	at
organization	organization	nn1
and	and	cc
.31	.31	mc
for	for	if
esteem	esteem	nn1
or	or	cc
achievement	achievement	nn1
to	to	ii
.07	.07	mc
for	for	if
security	security	nn1
.	.	y
Last	last	md_vv0@
,	,	y
for	for	if
satisfaction	satisfaction	nn1
with	with	iw
co-workers	co-worker	nn2
,	,	y
correlations	correlation	nn2
ranged	range	vvn_vvd
from	from	ii
.27	.27	mc
for	for	if
influence	influence	nn1
in	in	ii
the	the	at
organization	organization	nn1
to	to	ii
.03	.03	mc
for	for	if
benefits	benefit	nn2
.	.	y
Overall	overall	rr_nn1
,	,	y
of	of	io
the	the	at
80	80	mc
relationships	relationship	nn2
,	,	y
64	64	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Regression	regression	nn1
analyses	analysis	nn2
identified	identify	vvn_vvd@
the	the	at
best	best	jjt
predictors	predictor	nn2
of	of	io
the	the	at
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
work	work	nn1
,	,	y
four	four	mc
predictors	predictor	nn2
entered	enter	vvd_vvn
the	the	at
regression	regression	nn1
equation	equation	nn1
at	at	ii
a	a	at1
significant	significant	jj
level	level	nn1
(	(	y
p	xx_p	zz1
=	=	fo
.05	.05	mc
)	)	y
:	:	y
achievement	achievement	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.30	.30	mc
)	)	y
,	,	y
use	use	nn1
of	of	io
abilities	ability	nn2
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.07	.07	mc
)	)	y
,	,	y
pride	pride	nn1_vv0@
in	in	ii
the	the	at
organization	organization	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
,	,	y
and	and	cc
meaningfulness	meaningfulness	nn1
of	of	io
work	work	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
.	.	y
The	the	at
total	total	jj_nn1
variance	variance	nn1
explained	explain	vvn
by	by	ii
the	the	at
four	four	mc
predictors	predictor	nn2
was	be	vbdz
.41	.41	mc
.	.	y
<p>	<p>	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
pay	pay	nn1
,	,	y
five	five	mc
work	work	nn1_vv0
values	value	nn2
were	be	vbdr
identified	identify	vvn
as	as	csa_rg@_ii@
significant	significant	jj
predictors	predictor	nn2
:	:	y
job	job	nn1
status	status	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.12	.12	mc
)	)	y
,	,	y
benefits	benefit	nn2
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.07	.07	mc
)	)	y
,	,	y
influence	influence	vv0_nn1
over	over	rp_ii
work	work	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
,	,	y
pride	pride	nn1_vv0@
in	in	ii
the	the	at
organization	organization	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
,	,	y
and	and	cc
working	work	vvg_jj@
conditions	condition	nn2
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.01	.01	mc
)	)	y
.	.	y
These	these	dd2
five	five	mc
predictors	predictor	nn2
explained	explain	vvd_vvn
24%	24%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
the	the	at
dependent	dependent	jj
variable	variable	nn1
.	.	y
<p>	<p>	y
Only	only	rr
three	three	mc
predictors	predictor	nn2
were	be	vbdr
found	find	vvn
for	for	if
reported	reported	jj@
satisfaction	satisfaction	nn1
with	with	iw
opportunities	opportunity	nn2
for	for	if
promotion	promotion	nn1
:	:	y
recognition	recognition	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.14	.14	mc
)	)	y
,	,	y
influence	influence	vv0_nn1
over	over	rp_ii
work	work	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
2	2	mc
=	=	fo
.0l	.0l	nnu
)	)	y
.	.	y
Altogether	altogether	rr
,	,	y
these	these	dd2
three	three	mc
variables	variable	nn2
explained	explain	vvd_vvn
18%	18%	nnu
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
satisfaction	satisfaction	nn1
with	with	iw
promotions	promotion	nn2
.	.	y
<p>	<p>	y
As	as	csa
one	one	pn1
would	would	vm
have	have	vhi
expected	expect	vvn
from	from	ii
the	the	at
factor	factor	nn1
structure	structure	nn1
,	,	y
the	the	at
other	other	jj_nn1@
two	two	mc
job	job	nn1
satisfaction	satisfaction	nn1
dimensions	dimension	nn2
did	do	vdd
not	not	xx
produce	produce	vvi
many	many	da2
or	or	cc
meaningful	meaningful	jj
predictors	predictor	nn2
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
supervision	supervision	nn1
,	,	y
pride	pride	nn1_vv0@
in	in	ii
the	the	at
organization	organization	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.10	.10	mc
)	)	y
and	and	cc
esteem	esteem	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.04	.04	mc
)	)	y
explained	explain	vvd
a	a	at1
total	total	nn1_jj
of	of	io
14%	14%	nnu
of	of	io
the	the	at
variance	variance	nn1
.	.	y
For	for	if
satisfaction	satisfaction	nn1
with	with	iw
co-workers	co-worker	nn2
,	,	y
status	status	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.07	.07	mc
)	)	y
,	,	y
independence	independence	nn1
in	in	ii
work	work	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
,	,	y
and	and	cc
pride	pride	nn1_vv0@
in	in	ii
the	the	at
organization	organization	nn1
(	(	y
R	xx_r	zz1
2	2	mc
=	=	fo
.02	.02	mc
)	)	y
explained	explain	vvd
11%	11%	nnu
of	of	io
the	the	at
variance	variance	nn1
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
The	the	at
factor	factor	nn1
structure	structure	nn1
indicates	indicate	vvz
that	that	cst_dd1
for	for	if
this	this	dd1
sample	sample	nn1
of	of	io
educators	educator	nn2
three	three	mc
of	of	io
the	the	at
five	five	mc
reported	reported	jj@_vvd
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
(	(	y
promotions	promotion	nn2
,	,	y
supervision	supervision	nn1
,	,	y
and	and	cc
co-workers	co-worker	nn2
)	)	y
differed	differ	vvd_vvn
from	from	ii
work	work	nn1
values	value	nn2
and	and	cc
constituted	constitute	vvd_vvn
a	a	at1
separate	separate	jj
factor	factor	nn1
.	.	y
The	the	at
common	common	jj
element	element	nn1
of	of	io
these	these	dd2
dimensions	dimension	nn2
seemed	seem	vvd
to	to	to
relate	relate	vvi
to	to	ii
people	people	nn
.	.	y
The	the	at
fourth	fourth	md
dimension	dimension	nn1
(	(	y
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
work	work	nn1
itself	itself	ppx1
)	)	y
related	relate	vvd_vvn
to	to	ii
intrinsic	intrinsic	jj
work	work	nn1
values	value	nn2
,	,	y
and	and	cc
the	the	at
fifth	fifth	md
dimension	dimension	nn1
(	(	y
pay	pay	vv0_nn1
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
job	job	nn1
satisfaction	satisfaction	nn1
dimensions	dimension	nn2
were	be	vbdr
clearly	clearly	rr
reported	report	vvn_vvd
to	to	to
be	be	vbi
separate	separate	jj
from	from	ii
work	work	nn1
values	value	nn2
.	.	y
<p>	<p>	y
The	the	at
factor	factor	nn1
called	call	vvn_vvd@
Intrinsic	intrinsic	jj
Work-Outcome	work-outcome	np1
Values	value	vvz@_nn2
points	point	nn2_vvz
to	to	ii
the	the	at
possibility	possibility	nn1
that	that	cst
there	there	ex
is	be	vbz
a	a	at1
second	second	md_nnt1
dimension	dimension	nn1
of	of	io
work	work	nn1_vv0
that	that	cst_dd1
differs	differ	vvz
from	from	ii
Intrinsic	intrinsic	jj
Work-Related	work-related	jj_nn1
Values	value	nn2_vvz@
aspects	aspect	nn2
.	.	y
This	this	dd1
finding	finding	nn1
seems	seem	vvz
logical	logical	jj
because	because	cs
it	it	pph1
contains	contain	vvz
the	the	at
assumption	assumption	nn1
that	that	cst_dd1
work	work	nn1_vv0
can	can	vm
affect	affect	vvi
an	a	at1
individual	individual	jj_nn1
directly	directly	rr
through	through	ii
a	a	at1
set	set	nn1
of	of	io
first-level	first-level	jj_nn1
values	value	nn2
or	or	cc
indirectly	indirectly	rr
through	through	ii
a	a	at1
set	set	nn1
of	of	io
second-level	second-level	jj_nn1
values	value	nn2
.	.	y
The	the	at
first-level	first-level	jj_nn1
values	value	nn2
seem	seem	vv0
to	to	to
have	have	vhi
an	a	at1
introverted	introverted	jj@
,	,	y
subjective	subjective	jj
component	component	nn1
,	,	y
whereas	whereas	cs
the	the	at
second-level	second-level	jj_nn1
values	value	nn2
have	have	vh0
more	more	dar
of	of	io
an	a	at1
extraverted	extraverted	jj@
and	and	cc
objective	objective	jj_nn1
nature	nature	nn1
.	.	y
<p>	<p>	y
Satisfaction	satisfaction	nn1
with	with	iw
pay	pay	nn1
fits	fit	vvz_nn2
in	in	rp@_ii
well	well	rr_nn1@
with	with	iw
other	other	jj
extrinsic	extrinsic	jj
job	job	nn1
outcomes	outcome	nn2
.	.	y
The	the	at
second	second	md
extrinsic	extrinsic	jj
factor	factor	nn1
(	(	y
Extrinsic	extrinsic	jj
Job-Related	job-related	jj_nn1
Values	value	nn2
)	)	y
,	,	y
consisting	consist	vvg
of	of	io
working	work	vvg_jj@
conditions	condition	nn2
and	and	cc
hours	hour	nnt2
of	of	io
work	work	nn1
,	,	y
seems	seem	vvz
to	to	to
measure	measure	vvi
an	a	at1
extrinsic	extrinsic	jj
dimension	dimension	nn1
of	of	io
satisfaction	satisfaction	nn1
distinct	distinct	jj
from	from	ii
Extrinsic	extrinsic	jj
Job-Outcome	job-outcome	np1
Values	value	nn2_vvz@
.	.	y
In	in	rr21
short	short	rr22
,	,	y
the	the	at
factor	factor	nn1
structure	structure	nn1
suggests	suggest	vvz
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
that	that	cst
are	be	vbr
somewhat	somewhat	rr
different	different	jj
from	from	ii
those	those	dd2
traditionally	traditionally	rr
proposed	propose	vvd_vvn_jj
:	:	y
satisfaction	satisfaction	nn1
with	with	iw
(	(	y
a	a	zz1
)	)	y
the	the	at
work	work	nn1
itself	itself	ppx1
,	,	y
(	(	y
b	b	zz1
)	)	y
work	work	vv0_nn1
outcomes	outcome	nn2
,	,	y
(	(	y
c	c	zz1
)	)	y
the	the	at
job	job	nn1
itself	itself	ppx1
,	,	y
(	(	y
d	d	zz1
)	)	y
job	job	nn1
outcomes	outcome	nn2
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
The	the	at
regression	regression	nn1
analyses	analysis	nn2
showed	show	vvd
somewhat	somewhat	rr
divergent	divergent	jj
results	result	nn2
from	from	ii
the	the	at
factor	factor	nn1
analysis	analysis	nn1
.	.	y
The	the	at
first	first	md
two	two	mc
factors	factor	nn2
contributed	contribute	vvn_vvd
to	to	ii
the	the	at
variance	variance	nn1
of	of	io
nearly	nearly	rr
all	all	db
job	job	nn1
satisfaction	satisfaction	nn1
dimensions	dimension	nn2
.	.	y
The	the	at
intrinsic	intrinsic	jj
work-related	work-related	jj_nn1
values	value	nn2
of	of	io
achievement	achievement	nn1
,	,	y
influence	influence	vv0_nn1
over	over	rp_ii
work	work	nn1
,	,	y
meaningfulness	meaningfulness	nn1
of	of	io
work	work	nn1
,	,	y
abilities	ability	nn2
and	and	cc
knowledge	knowledge	nn1
,	,	y
and	and	cc
independence	independence	nn1
contributed	contribute	vvn_vvd
to	to	ii
the	the	at
variance	variance	nn1
of	of	io
satisfaction	satisfaction	nn1
with	with	iw
work	work	nn1
,	,	y
pay	pay	vv0_nn1
,	,	y
promotion	promotion	nn1
,	,	y
and	and	cc
co-workers	co-worker	nn2
.	.	y
Similarly	similarly	rr
,	,	y
the	the	at
intrinsic	intrinsic	jj
work-outcome	work-outcome	jj_nn1
values	value	nn2
of	of	io
esteem	esteem	nn1
,	,	y
job	job	nn1
status	status	nn1
,	,	y
recognition	recognition	nn1
,	,	y
and	and	cc
pride	pride	nn1_vv0@
also	also	rr
contributed	contribute	vvn_vvd
to	to	ii
all	all	db
five	five	mc
job	job	nn1
satisfaction	satisfaction	nn1
dimensions	dimension	nn2
.	.	y
Pride	pride	nn1_vv0@_np1@
in	in	ii
the	the	at
organization	organization	nn1
explained	explain	vvd_vvn
some	some	dd
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
all	all	db
five	five	mc
dimensions	dimension	nn2
.	.	y
Two	two	mc
extrinsic	extrinsic	jj
values	value	nn2
--	--	x
benefits	benefit	nn2
and	and	cc
working	work	vvg_jj@
conditions-explained	conditions-explained	nn1_jj
some	some	dd
of	of	io
the	the	at
variance	variance	nn1
in	in	ii
satisfaction	satisfaction	nn1
with	with	iw
pay	pay	nn1
.	.	y
Thus	thus	rr
,	,	y
intrinsic	intrinsic	jj
values	value	nn2
contributed	contribute	vvn_vvd
to	to	ii
all	all	db
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
but	but	ccb
extrinsic	extrinsic	jj
values	value	nn2
contributed	contribute	vvn_vvd
to	to	ii_to
only	only	rr
one	one	mc1
dimension	dimension	nn1
.	.	y
<p>	<p>	y
The	the	at
results	result	nn2
support	support	vv0_nn1
and	and	cc
extend	extend	vv0
Herzberg	herzberg	np1
's	's	ge
theory	theory	nn1
.	.	y
Not	not	xx
only	only	rr
did	do	vdd
the	the	at
variables	variable	nn2
Herzberg	herzberg	np1
termed	term	vvd
satisfiers	satisfier	nn2
--	--	x
achievement	achievement	nn1
,	,	y
recognition	recognition	nn1
,	,	y
the	the	at
work	work	nn1
itself	itself	ppx1
,	,	y
and	and	cc
responsibility	responsibility	nn1
--	--	x
load	load	nn1_vv0
clearly	clearly	rr
on	on	ii
the	the	at
intrinsic	intrinsic	jj
dimension	dimension	nn1
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
but	but	ccb
the	the	at
results	result	nn2
also	also	rr
suggest	suggest	vv0
other	other	jj
values	value	nn2
that	that	cst_dd1
may	may	vm
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
over	over	ii
work	work	nn1
,	,	y
being	be	vbg
able	able	jk
to	to	to
use	use	vvi
one	one	pn1
's	's	ge
abilities	ability	nn2
and	and	cc
knowledge	knowledge	nn1
,	,	y
having	have	vhg
independence	independence	nn1
in	in	ii
doing	do	vdg
one	one	pn1
's	's	ge
work	work	nn1
,	,	y
contributing	contribute	vvg
to	to	ii
society	society	nn1
,	,	y
receiving	receive	vvg_jj@
esteem	esteem	nn1
from	from	ii
others	others	nn2
,	,	y
gaining	gain	vvg
job	job	nn1
status	status	nn1
,	,	y
and	and	cc
having	have	vhg
influence	influence	nn1
and	and	cc
pride	pride	nn1_vv0@
in	in	ii
the	the	at
organization	organization	nn1
.	.	y
In	in	ii
a	a	at1
later	later	jjr
paper	paper	nn1
,	,	y
Herzberg	herzberg	np1
(	(	y
1966	1966	mc
)	)	y
attested	attest	vvd
to	to	ii
the	the	at
existence	existence	nn1
of	of	io
other	other	jj
psychological	psychological	jj
needs	need	nn2
that	that	cst_dd1
can	can	vm
motivate	motivate	vvi
individuals	individual	nn2
to	to	to
act	act	vvi
.	.	y
<p>	<p>	y
The	the	at
regression	regression	nn1
analyses	analysis	nn2
supported	support	vvd_vvn
the	the	at
hypothesis	hypothesis	nn1
that	that	cst_dd1
other	other	jj
values	value	nn2
also	also	rr
influence	influence	vv0
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
Although	although	cs
Herzberg	herzberg	np1
's	's	ge
sense	sense	nn1
of	of	io
achievement	achievement	nn1
accounted	account	vvn_vvd
for	for	if
the	the	at
greatest	greatest	jjt
amount	amount	nn1
of	of	io
variance	variance	nn1
in	in	ii
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
work	work	nn1
itself	itself	ppx1
,	,	y
three	three	mc
other	other	jj
factors	factor	nn2
not	not	xx
identified	identify	vvn
by	by	ii
Herzberg	herzberg	np1
added	add	vvd
another	another	dd1
11%	11%	nnu
to	to	ii
the	the	at
variance	variance	nn1
.	.	y
All	all	db
of	of	io
the	the	at
predictors	predictor	nn2
for	for	if
this	this	dd1
dimension	dimension	nn1
were	be	vbdr
intrinsic	intrinsic	jj
values	value	nn2
.	.	y
Indeed	indeed	rr
,	,	y
as	as	csa
one	one	pn1
would	would	vm
have	have	vhi
expected	expect	vvn
for	for	if
this	this	dd1
dimension	dimension	nn1
,	,	y
most	most	dat
of	of	io
the	the	at
predictors	predictor	nn2
were	be	vbdr
intrinsic	intrinsic	jj
work-related	work-related	jj_nn1
values	value	nn2
.	.	y
One	one	pn1
might	might	vm
wonder	wonder	vvi
which	which	ddq
aspect	aspect	nn1
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
is	be	vbz
tapped	tap	vvn
by	by	ii
the	the	at
values	value	nn2
of	of	io
the	the	at
second	second	md
factor	factor	nn1
(	(	y
Intrinsic	intrinsic	jj
Work-Outcome	work-outcome	np1
Values	value	nn2_vvz@
