##4001166		
ABSTRACT	abstract	jj_nn1@_vv0@
friends	friend	nn2
were	be	vbdr
equally	equally	rr
sought	seek	vvn_vvd
out	out	rp
for	for	if
emotional	emotional	jj
and	and	cc
instrumental	instrumental	jj
support	support	nn1
(	(	y
see	see	vv0
Table	table	nn1
2	2	mc
)	)	y
.	.	y
<p>	<p>	y
To	to	to
examine	examine	vvi
the	the	at
association	association	nn1
between	between	ii
the	the	at
perception	perception	nn1
and	and	cc
seeking	seek	vvg_nn1@
of	of	io
social	social	jj
support	support	nn1
,	,	y
we	we	ppis2
computed	compute	vvd
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Most	most	dat
of	of	io
the	the	at
correlations	correlation	nn2
between	between	ii
the	the	at
perception	perception	nn1
and	and	cc
seeking	seek	vvg_nn1@
of	of	io
support	support	nn1
were	be	vbdr
relatively	relatively	rr
high	high	jj
--	--	x
between	between	ii
.50	.50	mc
and	and	cc
.69	.69	mc
--	--	x
in	in	ii
the	the	at
total	total	jj_nn1
sample	sample	nn1
(	(	y
see	see	vv0
Table	table	nn1
3	3	mc
)	)	y
:	:	y
A	a	zz1_at1@
similar	similar	jj
pattern	pattern	nn1
was	be	vbdz
identified	identify	vvn
among	among	ii
both	both	db2
secure	secure	vv0_jj
and	and	cc
avoidant	avoidant	jj_nn1
persons	person	nn2
.	.	y
With	with	ii31
regard	regard	ii32
to	to	ii33
ambivalent	ambivalent	jj
persons	person	nn2
,	,	y
however	however	rr
,	,	y
the	the	at
pattern	pattern	nn1
of	of	io
correlations	correlation	nn2
differed	differ	vvd_vvn
.	.	y
We	we	ppis2
found	find	vvd
significant	significant	jj
associations	association	nn2
between	between	ii
the	the	at
perception	perception	nn1
and	and	cc
seeking	seek	vvg_nn1@
of	of	io
social	social	jj
support	support	nn1
only	only	rr
for	for	if
the	the	at
emotional	emotional	jj
component	component	nn1
of	of	io
support	support	nn1
.	.	y
This	this	dd1
pattern	pattern	nn1
may	may	vm
imply	imply	vvi
that	that	dd1_cst
ambivalent	ambivalent	jj
persons	person	nn2
did	do	vdd
not	not	xx
perceive	perceive	vvi
the	the	at
availability	availability	nn1
of	of	io
instrumental	instrumental	jj
support	support	nn1
as	as	csa
related	relate	vvn
to	to	ii
the	the	at
extent	extent	nn1
to	to	ii
which	which	ddq
they	they	pphs2
search	search	vv0@
for	for	if
it	it	pph1
.	.	y
Discussion	discussion	nn1
<p>	<p>	y
In	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
we	we	ppis2
examined	examine	vvd
the	the	at
association	association	nn1
between	between	ii
adult	adult	nn1_jj@
attachment	attachment	nn1
styles	style	nn2
and	and	cc
sense	sense	nn1
of	of	io
social	social	jj
support	support	nn1
.	.	y
In	in	rr21
general	general	rr22
,	,	y
the	the	at
findings	finding	nn2
support	support	vv0
the	the	at
hypothesis	hypothesis	nn1
that	that	cst_dd1
attachment	attachment	nn1
groups	group	nn2
differ	differ	vv0
in	in	ii_rp@
the	the	at
extent	extent	nn1
to	to	ii
which	which	ddq
they	they	pphs2
perceive	perceive	vv0
available	available	jj
emotional	emotional	jj
and	and	cc
instrumental	instrumental	jj
support	support	nn1
from	from	ii
significant	significant	jj
others	others	nn2
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
attachment	attachment	nn1
groups	group	nn2
were	be	vbdr
found	find	vvn
to	to	to
differ	differ	vvi
in	in	ii_rp@
their	their	appge
tendency	tendency	nn1
to	to	to
seek	seek	vvi
support	support	nn1_vv0
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
.	.	y
<p>	<p>	y
The	the	at
pattern	pattern	nn1
of	of	io
social	social	jj
support	support	nn1
shown	show	vvn
by	by	ii
secure	secure	jj
persons	person	nn2
was	be	vbdz
in	in	ii31
line	line	ii32
with	with	ii33
the	the	at
predictions	prediction	nn2
.	.	y
Those	those	dd2
persons	person	nn2
have	have	vh0
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
and	and	cc
were	be	vbdr
responsive	responsive	jj
to	to	ii
signals	signal	nn2
of	of	io
distress	distress	nn1
(	(	y
Hazan	hazan	np1
&;	&;	x
Shaver	shaver	np1_nn1
,	,	y
1987	1987	mc
)	)	y
.	.	y
This	this	dd1
attachment	attachment	nn1
history	history	nn1
creates	create	vvz
expectations	expectation	nn2
that	that	cst_dd1
significant	significant	jj
others	others	nn2
will	will	vm
be	be	vbi
available	available	jj
when	when	cs
needed	need	vvn
and	and	cc
will	will	vm
be	be	vbi
able	able	jk
to	to	to
bring	bring	vvi
comfort	comfort	nn1
and	and	cc
relief	relief	nn1
(	(	y
Hazan	hazan	np1
&;	&;	x
Shaver	shaver	np1_nn1
,	,	y
1987	1987	mc
)	)	y
.	.	y
In	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
,	,	y
these	these	dd2
expectations	expectation	nn2
are	be	vbr
reflected	reflect	vvn
in	in	ii
secure	secure	jj
persons	person	nn2
'	'	ge
tendency	tendency	nn1
to	to	to
see	see	vvi
significant	significant	jj
others	others	nn2
as	as	csa_ii@
providing	provide	vvg
relatively	relatively	rr
high	high	jj
levels	level	nn2
of	of	io
support	support	nn1
.	.	y
This	this	dd1
trust	trust	nn1
in	in	ii
significant	significant	jj
others	others	nn2
may	may	vm
also	also	rr
underlie	underlie	vvi
secure	secure	jj
persons	person	nn2
'	'	ge
tendency	tendency	nn1
to	to	to
seek	seek	vvi
support	support	nn1
.	.	y
Because	because	cs
secure	secure	jj
persons	person	nn2
perceive	perceive	vv0
others	others	nn2
as	as	csa_rg@
efficient	efficient	jj
means	mean	nn
for	for	if
affect	affect	nn1
regulation	regulation	nn1
,	,	y
they	they	pphs2
would	would	vm
be	be	vbi
prone	prone	jj
to	to	to
seek	seek	vvi
their	their	appge
company	company	nn1
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
.	.	y
<p>	<p>	y
The	the	at
pattern	pattern	nn1
of	of	io
social	social	jj
support	support	nn1
shown	show	vvn
by	by	ii
insecure	insecure	jj
persons	person	nn2
,	,	y
either	either	rr
avoidant	avoidant	jj
or	or	cc
ambivalent	ambivalent	jj
,	,	y
is	be	vbz
also	also	rr
in	in	ii31
line	line	ii32
with	with	ii33
our	our	appge
predictions	prediction	nn2
.	.	y
Insecure	insecure	jj
persons	person	nn2
have	have	vh0
a	a	at1
history	history	nn1
of	of	io
relationships	relationship	nn2
with	with	iw
figures	figure	nn2
who	who	pnqs
were	be	vbdr
not	not	xx
responsive	responsive	jj
and	and	cc
available	available	jj
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
(	(	y
Hazan	hazan	np1
&;	&;	x
Shaver	shaver	np1_nn1
,	,	y
1987	1987	mc
)	)	y
.	.	y
They	they	pphs2
grow	grow	vv0
up	up	rp
with	with	iw
worries	worry	nn2
about	about	ii
the	the	at
intentions	intention	nn2
and	and	cc
responses	response	nn2
of	of	io
significant	significant	jj
others	others	nn2
.	.	y
They	they	pphs2
may	may	vm
perceive	perceive	vvi
the	the	at
surrounding	surrounding	jj
social	social	jj
world	world	nn1
as	as	ii_csa
a	a	at1
threatening	threatening	jj@
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
social	social	jj
interactions	interaction	nn2
for	for	if
help	help	nn1
coping	cope	vvg
with	with	iw
life	life	nn1
's	's	ge
adversities	adversity	nn2
(	(	y
see	see	vv0
,	,	y
e.g.	eg	rex
,	,	y
Hazan	hazan	np1_jj
&;	&;	x
Shaver	shaver	np1_nn1
,	,	y
1987	1987	mc
)	)	y
.	.	y
This	this	dd1
basic	basic	jj
mistrust	mistrust	nn1
is	be	vbz
reflected	reflect	vvn
in	in	ii
insecure	insecure	jj
persons	person	nn2
'	'	ge
tendency	tendency	nn1
to	to	to
perceive	perceive	vvi
a	a	at1
relatively	relatively	rr
low	low	jj
level	level	nn1
of	of	io
available	available	jj
instrumental	instrumental	jj
and	and	cc
emotional	emotional	jj
support	support	nn1
from	from	ii
others	others	nn2
and	and	cc
their	their	appge
relatively	relatively	rr
low	low	jj
tendency	tendency	nn1
to	to	to
seek	seek	vvi
social	social	jj
support	support	nn1
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
.	.	y
<p>	<p>	y
Ambivalent	ambivalent	jj
persons	person	nn2
differed	differ	vvn_vvd
from	from	ii
secure	secure	jj
persons	person	nn2
not	not	xx
only	only	rr
in	in	ii
the	the	at
degree	degree	nn1
of	of	io
their	their	appge
perception	perception	nn1
and	and	cc
seeking	seek	vvg_nn1@
of	of	io
social	social	jj
support	support	nn1
but	but	ccb
also	also	rr
in	in	ii
the	the	at
association	association	nn1
between	between	ii
those	those	dd2
two	two	mc
support-related	support-related	jj
constructs	construct	nn2
.	.	y
Whereas	whereas	cs
secure	secure	jj
persons	person	nn2
showed	show	vvd
a	a	at1
positive	positive	jj
correlation	correlation	nn1
between	between	ii
the	the	at
perception	perception	nn1
and	and	cc
seeking	seek	vvg_nn1@
of	of	io
support	support	nn1
,	,	y
ambivalent	ambivalent	jj
persons	person	nn2
showed	show	vvd
low	low	jj
correlations	correlation	nn2
for	for	if
instrumental	instrumental	jj
support	support	nn1
.	.	y
Possibly	possibly	rr
the	the	at
search	search	nn1
for	for	if
instrumental	instrumental	jj
support	support	nn1
among	among	ii
ambivalent	ambivalent	jj
persons	person	nn2
is	be	vbz
guided	guide	vvn
more	more	rrr
by	by	ii
their	their	appge
own	own	da
basic	basic	jj
anxieties	anxiety	nn2
than	than	csn
by	by	ii
a	a	at1
rational	rational	jj
decision	decision	nn1
based	base	vvn
on	on	ii
the	the	at
availability	availability	nn1
of	of	io
support	support	nn1
.	.	y
This	this	dd1
interpretation	interpretation	nn1
is	be	vbz
consistent	consistent	jj
with	with	iw
previous	previous	jj
findings	finding	nn2
that	that	cst_dd1
ambivalent	ambivalent	jj
persons	person	nn2
are	be	vbr
not	not	xx
highly	highly	rr
attuned	attune	vvn
to	to	ii
relevant	relevant	jj
information	information	nn1
available	available	jj
in	in	ii
their	their	appge
social	social	jj
surroundings	surroundings	nn2
(	(	y
Mikulincer	mikulincer	np1
&;	&;	x
Nachshon	nachshon	np1_nn1
,	,	y
1991	1991	mc
)	)	y
.	.	y
<p>	<p>	y
With	with	ii31
regard	regard	ii32
to	to	ii33
support	support	nn1
seeking	seek	vvg_nn1@
,	,	y
our	our	appge
findings	finding	nn2
are	be	vbr
in	in	ii31
line	line	ii32
with	with	ii33
an	a	at1
earlier	early	jjr
study	study	nn1
(	(	y
Mikulincer	mikulincer	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
have	have	vh0
coped	cope	vvn
with	with	iw
the	the	at
Iraqi	iraqi	jj
missile	missile	nn1
attacks	attack	nn2_vvz@
on	on	ii
Israeli	israeli	jj_nn1
cities	city	nn2
.	.	y
Our	our	appge
findings	finding	nn2
also	also	rr
provide	provide	vv0
partial	partial	jj
support	support	nn1
for	for	if
the	the	at
findings	finding	nn2
of	of	io
Simpson	simpson	np        
et	et	ra21
al	al	ra22
.	.	y
(	(	y
1992	1992	mc
)	)	y
on	on	ii
support	support	nn1
seeking	seek	vvg
within	within	ii
couples	couple	nn2
in	in	ii
an	a	at1
anxiety-provoking	anxiety-provoking	jj_nn1
situation	situation	nn1
.	.	y
Although	although	cs
both	both	db2
of	of	io
those	those	dd2
studies	study	nn2
indicated	indicate	vvd_vvn
that	that	cst_dd1
avoidant	avoidant	jj_nn1
persons	person	nn2
seek	seek	vv0
less	less	dar_rrr
support	support	nn1_vv0
in	in	ii
times	time	nnt2
of	of	io
need	need	nn1
than	than	csn
secure	secure	jj
persons	person	nn2
do	do	vd0
,	,	y
only	only	rr
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
were	be	vbdr
significant	significant	jj
differences	difference	nn2
found	find	vvn_vvd
between	between	ii
ambivalent	ambivalent	jj
and	and	cc
secure	secure	jj_vv0
attachment	attachment	nn1
groups	group	nn2
.	.	y
A	a	at1_zz1
clear	clear	jj
interpretation	interpretation	nn1
of	of	io
this	this	dd1
empirical	empirical	jj
discrepancy	discrepancy	nn1
is	be	vbz
problematic	problematic	jj
,	,	y
because	because	cs
the	the	at
two	two	mc
studies	study	nn2
used	use	vvd_vvn
entirely	entirely	rr
different	different	jj
methodologies	methodology	nn2
.	.	y
<p>	<p>	y
The	the	at
present	present	jj_nn1
findings	finding	nn2
were	be	vbdr
in	in	ii31
line	line	ii32
with	with	ii33
the	the	at
suggestion	suggestion	nn1
by	by	ii
Sarason	sarason	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
1990	1990	mc
)	)	y
that	that	cst
the	the	at
sense	sense	nn1
of	of	io
social	social	jj
support	support	nn1
has	have	vhz
a	a	at1
personality	personality	nn1
substrata	substratum	nn2
.	.	y
Even	even	cs21
though	though	cs22
the	the	at
objective	objective	jj_nn1
presence	presence	nn1
or	or	cc
absence	absence	nn1
of	of	io
supportive	supportive	jj
relationships	relationship	nn2
may	may	vm
contribute	contribute	vvi
to	to	ii
a	a	at1
sense	sense	nn1
of	of	io
social	social	jj
support	support	nn1
,	,	y
the	the	at
way	way	nn1
a	a	at1
person	person	nn1
appraises	appraises	nn2_vvz
and	and	cc
reacts	react	vvz
to	to	ii
them	them	ppho2
may	may	vm
also	also	rr
be	be	vbi
determined	determine	vvn
by	by	ii
his	his	appge
or	or	cc
her	her	appge
personality	personality	nn1
.	.	y
In	in	ii
this	this	dd1
theoretical	theoretical	jj
context	context	nn1
,	,	y
attachment	attachment	nn1
style	style	nn1
may	may	vm
be	be	vbi
an	a	at1
important	important	jj
personality	personality	nn1
contributor	contributor	nn1
to	to	ii
the	the	at
sense	sense	nn1
of	of	io
social	social	jj
support	support	nn1
,	,	y
but	but	ccb
it	it	pph1
can	can	vm
not	not	xx
be	be	vbi
considered	consider	vvn
the	the	at
exclusive	exclusive	jj
or	or	cc
most	most	rgt_dat
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
related	relate	vvn
to	to	ii
attachment	attachment	nn1
style	style	nn1
(	(	y
e.g.	eg	rex
,	,	y
hardiness	hardiness	nn1
,	,	y
social	social	jj
orientation	orientation	nn1
)	)	y
,	,	y
may	may	vm
also	also	rr
shape	shape	vvi
a	a	at1
person	person	nn1
's	's	ge
appraisal	appraisal	nn1
of	of	io
,	,	y
attitudes	attitude	nn2
toward	toward	ii
,	,	y
and	and	cc
reactions	reaction	nn2
to	to	ii
social	social	jj
support	support	nn1
.	.	y
<p>	<p>	y
Our	our	appge
findings	finding	nn2
also	also	rr
show	show	vv0
that	that	dd1_cst
attachment	attachment	nn1
styles	style	nn2
were	be	vbdr
similarly	similarly	rr
and	and	cc
significantly	significantly	rr
related	relate	vvn_vvd
to	to	ii
the	the	at
emotional	emotional	jj
and	and	cc
instrumental	instrumental	jj
components	component	nn2
of	of	io
social	social	jj
support	support	nn1
that	that	cst
were	be	vbdr
provided	provide	vvn
by	by	ii
intra-	intra-	nn1_jj
and	and	cc
extrafamilial	extrafamilial	jj
figures	figure	nn2
.	.	y
These	these	dd2
findings	finding	nn2
can	can	vm
be	be	vbi
explained	explain	vvn
on	on	ii
the	the	at
basis	basis	nn1
of	of	io
the	the	at
self-confirming	self-confirming	jj_nn1
property	property	nn1
of	of	io
cognitive	cognitive	jj
schemata	schema	nn2
such	such	ii21
as	as	ii22
attachment	attachment	nn1
styles	style	nn2
,	,	y
which	which	ddq
generalize	generalize	vv0
expectations	expectation	nn2
beyond	beyond	ii
the	the	at
original	original	jj
intrafamilial	intrafamilial	jj
interaction	interaction	nn1
.	.	y
Through	through	ii
such	such	da
a	a	at1
generalization	generalization	nn1
,	,	y
secure	secure	jj_vv0
persons	person	nn2
come	come	vv0
to	to	to
expect	expect	vvi
the	the	at
receipt	receipt	nn1
of	of	io
support	support	nn1
from	from	ii
the	the	at
social	social	jj
word	word	nn1
,	,	y
whereas	whereas	cs
insecure	insecure	jj
persons	person	nn2
have	have	vh0
doubts	doubt	nn2
about	about	ii
the	the	at
responsiveness	responsiveness	nn1
of	of	io
that	that	dd1
world	world	nn1
.	.	y
This	this	dd1
reasoning	reasoning	nn1
suggests	suggest	vvz
that	that	cst
differences	difference	nn2
in	in	ii
attachment	attachment	nn1
style	style	nn1
reflect	reflect	vv0
general	general	jj
positive	positive	jj
or	or	cc
negative	negative	jj
orientations	orientation	nn2
toward	toward	ii
the	the	at
social	social	jj
world	world	nn1
.	.	y
<p>	<p>	y
The	the	at
present	present	jj_nn1
study	study	nn1
also	also	rr
delineates	delineate	vvz
the	the	at
particular	particular	jj
structure	structure	nn1
of	of	io
the	the	at
sense	sense	nn1
of	of	io
social	social	jj
support	support	nn1
among	among	ii
young	young	jj
adults	adult	nn2
.	.	y
It	it	pph1
seems	seem	vvz
that	that	cst
the	the	at
support	support	nn1
provided	provide	vvn
by	by	ii
romantic	romantic	jj
partners	partner	nn2
and	and	cc
friends	friend	nn2
may	may	vm
be	be	vbi
more	more	rgr
appropriate	appropriate	jj
to	to	ii
the	the	at
needs	need	nn2
of	of	io
young	young	jj
adults	adult	nn2
than	than	csn
that	that	dd1_cst
provided	provide	vvn
by	by	ii
parents	parent	nn2
.	.	y
Moreover	moreover	rr
,	,	y
our	our	appge
sample	sample	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
kind	kind	nn1
of	of	io
support	support	nn1
they	they	pphs2
could	could	vm
provide	provide	vvi
:	:	y
Romantic	romantic	jj
partners	partner	nn2
and	and	cc
friends	friend	nn2
were	be	vbdr
perceived	perceive	vvn
mainly	mainly	rr
as	as	csa
sources	source	nn2
of	of	io
emotional	emotional	jj
support	support	nn1
,	,	y
fathers	father	nn2
were	be	vbdr
perceived	perceive	vvn
as	as	csa_rg@_ii@
potential	potential	jj
sources	source	nn2
of	of	io
instrumental	instrumental	jj
support	support	nn1
,	,	y
and	and	cc
mothers	mother	nn2
were	be	vbdr
perceived	perceive	vvn
as	as	ii_csa
the	the	at
providers	provider	nn2
of	of	io
both	both	db2_rr
instrumental	instrumental	jj
and	and	cc
emotional	emotional	jj
types	type	nn2
of	of	io
support	support	nn1
.	.	y
<p>	<p>	y
Our	our	appge
findings	finding	nn2
and	and	cc
their	their	appge
interpretation	interpretation	nn1
should	should	vm
be	be	vbi
viewed	view	vvn
as	as	ii
an	a	at1
initial	initial	jj_nn1
step	step	nn1
in	in	ii
the	the	at
exploration	exploration	nn1
of	of	io
the	the	at
complex	complex	jj_nn1
association	association	nn1
between	between	ii
personality	personality	nn1
and	and	cc
social	social	jj
support	support	nn1
.	.	y
Several	several	da2
possible	possible	jj
limitations	limitation	nn2
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
may	may	vm
reduce	reduce	vvi
the	the	at
theoretical	theoretical	jj
generalizability	generalizability	nn1
of	of	io
the	the	at
findings	finding	nn2
.	.	y
First	first	md
,	,	y
we	we	ppis2
did	do	vdd
not	not	xx
examine	examine	vvi
differences	difference	nn2
among	among	ii
attachment	attachment	nn1
groups	group	nn2
in	in	ii
actual	actual	jj
behaviors	behavior	nn2
of	of	io
seeking	seek	vvg
support	support	nn1_vv0
in	in	ii
real-life	real-life	jj
situations	situation	nn2
.	.	y
We	we	ppis2
also	also	rr
have	have	vh0
no	no	at
information	information	nn1
about	about	ii
whether	whether	csw
the	the	at
relatively	relatively	rr
low	low	jj
perception	perception	nn1
of	of	io
available	available	jj
social	social	jj
support	support	nn1
among	among	ii
insecure	insecure	jj
persons	person	nn2
reflects	reflect	vvz
their	their	appge
subjective	subjective	jj
experiences	experience	nn2
or	or	cc
the	the	at
presence	presence	nn1
of	of	io
objective	objective	nn1_jj
,	,	y
problematic	problematic	jj
social	social	jj
interactions	interaction	nn2
.	.	y
We	we	ppis2
also	also	rr
did	do	vdd
not	not	xx
examine	examine	vvi
what	what	ddq
it	it	pph1
is	be	vbz
that	that	cst
the	the	at
three	three	mc
attachment	attachment	nn1
types	type	nn2
seek	seek	vv0
from	from	ii
supportive	supportive	jj
figures	figure	nn2
and	and	cc
how	how	rrq
they	they	pphs2
feel	feel	vv0
about	about	ii_rp@
the	the	at
types	type	nn2
of	of	io
support	support	nn1
they	they	pphs2
receive	receive	vv0
.	.	y
However	however	rr
,	,	y
the	the	at
data	data	nn
provided	provide	vvn_vvd
here	here	rl
may	may	vm
further	far	rrr
contribute	contribute	vvi
to	to	ii
the	the	at
integration	integration	nn1
of	of	io
two	two	mc
theoretical	theoretical	jj
frameworks	framework	nn2
that	that	cst
emphasize	emphasize	vv0
the	the	at
importance	importance	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
conducted	conduct	vvn
with	with	iw
gender	gender	nn1
as	as	csa_ii@
another	another	dd1
independent	independent	jj
variable	variable	nn1
.	.	y
No	no	xx
significant	significant	jj
association	association	nn1
was	be	vbdz
found	find	vvn
between	between	ii
the	the	at
distribution	distribution	nn1
of	of	io
attachment	attachment	nn1
style	style	nn1
and	and	cc
gender	gender	nn1
,	,	y
and	and	cc
no	no	at
significant	significant	jj
interaction	interaction	nn1
was	be	vbdz
found	find	vvn
between	between	ii
them	them	ppho2
