##4002466		
Key	key	jj_nn1
be	be	vbi
a	a	at1
powerful	powerful	jj
tool	tool	nn1
that	that	cst
supports	support	vvz_nn2
learning	learn	vvg_nn1
in	in	ii
many	many	da2
ways	way	nn2
.	.	y
<p>	<p>	y
For	for	if
quite	quite	rg
a	a	at1
few	few	da2
years	year	nnt2
,	,	y
I	i	ppis1
conducted	conduct	vvd
an	a	at1
interdisciplinary	interdisciplinary	jj
project	project	nn1
called	call	vvn_vvd@
Travelmates	travelmates	nn2_np1_vvz
with	with	iw
my	my	appge
fourth	fourth	md
graders	grader	nn2
(	(	y
McCarty	mccarty	np1
1993	1993	mc
)	)	y
.	.	y
The	the	at
Travelmate	travelmate	jj_nn1
unit	unit	nn1
was	be	vbdz
a	a	at1
way	way	nn1
for	for	if
fourth	fourth	md
graders	grader	nn2
to	to	to
"	"	y
see	see	vvi
the	the	at
world	world	nn1
"	"	y
and	and	cc
yet	yet	rr
never	never	rr
leave	leave	vv0
their	their	appge
classroom	classroom	nn1
.	.	y
Students	student	nn2
sent	send	vvd_vvn
out	out	rp
stuffed	stuffed	jj@_vvd
animals	animal	nn2
armed	arm	vvn
with	with	iw
a	a	at1
classroom	classroom	nn1
pictorial	pictorial	nn1_jj
dogtag	dogtag	nn1
,	,	y
a	a	at1
letter	letter	nn1
of	of	io
introduction	introduction	nn1
,	,	y
and	and	cc
a	a	at1
journal	journal	nn1
to	to	to
record	record	vvi
their	their	appge
traveling	traveling	jj@_nn1@
adventures	adventure	nn2
.	.	y
Once	once	cs@_rr
the	the	at
travelmates	travelmates	nn2
were	be	vbdr
out	out	ii
the	the	at
door	door	nn1
,	,	y
traveling	travel	vvg
with	with	iw
family	family	nn1
members	member	nn2
or	or	cc
friends	friend	nn2
,	,	y
the	the	at
fun	fun	nn1
began	begin	vvd
for	for	if
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Aruba	aruba	np1
,	,	y
Belize	belize	np1
,	,	y
or	or	cc
San	san	np1
Francisco	francisco	np1
became	become	vvd
common	common	jj
activities	activity	nn2
after	after	ii_cs
mail	mail	nn1
delivery	delivery	nn1
.	.	y
Connecting	connecting	jj_vvg
Curriculum	curriculum	nn1
through	through	ii
Literature	literature	nn1
<p>	<p>	y
A	a	at1
storybook	storybook	nn1
that	that	cst
I	i	ppis1
felt	feel	vvd
would	would	vm
support	support	vvi
this	this	dd1
project	project	nn1
as	as	ii_csa
the	the	at
Travelmates	travelmates	nn2
were	be	vbdr
touring	tour	vvg
the	the	at
world	world	nn1
was	be	vbdz
Anita	anita	np1
Lobel	lobel	np1
's	's	ge
book	book	nn1
called	call	vvn
Away	away	ii21_rl
from	from	ii22_ii
Home	home	nn1
(	(	y
Lobel	lobel	np1
1994	1994	mc
)	)	y
.	.	y
The	the	at
book	book	nn1
has	have	vhz
minimal	minimal	jj
text	text	nn1
but	but	ccb
is	be	vbz
extremely	extremely	rr
rich	rich	jj
with	with	iw
beautiful	beautiful	jj
illustrations	illustration	nn2
and	and	cc
wonderful	wonderful	jj
use	use	nn1
of	of	io
alliteration	alliteration	nn1
.	.	y
Lobel	lobel	np1@_nn1
's	's	ge
alphabet	alphabet	nn1
book	book	nn1
sat	sit	vvd
on	on	ii_rp@
my	my	appge
shelf	shelf	nn1
for	for	if
over	over	rg
a	a	at1
year	year	nnt1
until	until	cs
I	i	ppis1
was	be	vbdz
asked	ask	vvn@
to	to	to
teach	teach	vvi
a	a	at1
demonstration	demonstration	nn1
lesson	lesson	nn1
in	in	ii
social	social	jj
studies	study	nn2
with	with	iw
my	my	appge
fourth	fourth	md
grade	grade	nn1
students	student	nn2
for	for	if
a	a	at1
dozen	dozen	m
teachers	teacher	nn2
from	from	ii
Poland	poland	np1
who	who	pnqs
were	be	vbdr
visiting	visit	vvg
the	the	at
local	local	jj
university	university	nn1
.	.	y
I	i	ppis1
thought	think	vvd
Ms.	ms	nnb
Lobel	lobel	np1
's	's	ge
book	book	nn1
would	would	vm
be	be	vbi
perfect	perfect	jj
because	because	cs
the	the	at
limited	limited	jj
text	text	nn1
would	would	vm
make	make	vvi
the	the	at
interpreter	interpreter	nn1
's	's	ge
job	job	nn1
less	less	rgr
difficult	difficult	jj
.	.	y
A	a	at1
description	description	nn1
of	of	io
the	the	at
book	book	nn1
printed	print	vvn
in	in	ii
Instructor	instructor	nn1
began	begin	vvd
as	as	csa
follows	follow	vvz
:	:	y
<p>	<p>	y
The	the	at
curtain	curtain	nn1
rises	rise	vvz_nn2
on	on	ii
an	a	at1
international	international	jj
cast	cast	nn1@
of	of	io
26	26	mc
boys	boy	nn2
,	,	y
each	each	dd1
of	of	io
whom	whom	pnqo
acts	act	nn2
out	out	rp_ii%
a	a	at1
city	city	nn1
scene	scene	nn1
against	against	ii
a	a	at1
backdrop	backdrop	nn1
depicting	depict	vvg
a	a	at1
famous	famous	jj
sight	sight	nn1
:	:	y
David	david	np1
dances	dance	nn2
in	in	ii
Detroit	detroit	np1
,	,	y
Upton	upton	np1
unpacks	unpack	vvz
in	in	ii
Uxmal	uxmal	np1_jj
,	,	y
and	and	cc
Xavier	xavier	np1
xylophones	xylophones	vvz_nn2
in	in	ii
Xian	xian	jj_nn1@
.	.	y
(	(	y
Freeman	freeman	nn1
1993	1993	mc
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
began	begin	vvd
the	the	at
lesson	lesson	nn1
by	by	ii
reading	read	vvg
the	the	at
book	book	nn1
.	.	y
My	my	appge
elementary	elementary	jj
students	student	nn2
and	and	cc
Polish	polish	jj
teachers	teacher	nn2
alike	alike	rr
laughed	laugh	vvd_vvn@
at	at	ii
some	some	dd
of	of	io
the	the	at
scenes	scene	nn2
.	.	y
Our	our	appge
guest	guest	nn1
teachers	teacher	nn2
even	even	rr
started	start	vvd_vvn@
chattering	chatter	vvg_jj_nn1
when	when	rrq_cs
they	they	pphs2
heard	hear	vvd
"	"	y
Keith	keith	np1
kicks	kick	vvz_nn2
in	in	ii
Krakow	krakow	np1
"	"	y
as	as	csa
we	we	ppis2
progressed	progress	vvd
through	through	ii_rp@
this	this	dd1
alliterative-designed	alliterative-designed	jj_nn1
alphabet	alphabet	nn1
book	book	nn1
.	.	y
The	the	at
interpreter	interpreter	nn1
explained	explain	vvd_vvn
later	later	rrr
to	to	ii
the	the	at
class	class	nn1
that	that	cst
the	the	at
city	city	nn1
of	of	io
Krakow	krakow	np1
was	be	vbdz
in	in	ii
Poland	poland	np1
and	and	cc
that	that	cst
the	the	at
scenery	scenery	nn1
depicted	depict	vvn_vvd
on	on	ii
the	the	at
page	page	nn1
of	of	io
the	the	at
book	book	nn1
was	be	vbdz
the	the	at
very	very	jj
beloved	beloved	jj
centerpiece	centerpiece	nn1
of	of	io
the	the	at
city	city	nn1
.	.	y
All	all	db
of	of	io
the	the	at
teachers	teacher	nn2
from	from	ii
Poland	poland	np1
had	have	vhd
visited	visit	vvn
that	that	cst_dd1
place	place	vv0_nn1
at	at	ii
one	one	mc1
time	time	nnt1
in	in	ii
their	their	appge
lives	life	nn2
.	.	y
<p>	<p>	y
The	the	at
lesson	lesson	nn1
proceeded	proceed	vvd_vvn@
with	with	iw
teams	team	nn2
of	of	io
students	student	nn2
and	and	cc
Polish	polish	jj
teachers	teacher	nn2
working	work	vvg
together	together	rl
,	,	y
using	use	vvg
atlases	atlases	nn2_vvz
to	to	to
locate	locate	vvi
four	four	mc
or	or	cc
five	five	mc
of	of	io
the	the	at
twenty-six	twenty-six	mc
cities	city	nn2
mentioned	mention	vvd_vvn
.	.	y
One	one	mc1
member	member	nn1
of	of	io
each	each	dd1
team	team	nn1
came	come	vvd
forward	forward	rl
to	to	to
record	record	vvi
the	the	at
location	location	nn1
(	(	y
state	state	nn1_vv0
or	or	cc
country	country	nn1
)	)	y
of	of	io
the	the	at
city	city	nn1
on	on	ii
a	a	at1
previously	previously	rr
prepared	prepared	jj_vvn
transparency	transparency	nn1
with	with	iw
a	a	at1
vertical	vertical	jj
listing	listing	nn1
of	of	io
the	the	at
alphabet	alphabet	nn1
followed	follow	vvn
by	by	ii
a	a	at1
corresponding	corresponding	jj
city	city	nn1
and	and	cc
a	a	at1
blank	blank	jj
space	space	nn1
on	on	ii
which	which	ddq
to	to	to
write	write	vvi
the	the	at
city	city	nn1
's	's	ge
location	location	nn1
.	.	y
Then	then	rt
another	another	dd1
team	team	nn1
member	member	nn1
located	locate	vvd_vvn
the	the	at
city	city	nn1
on	on	ii
a	a	at1
large	large	jj
world	world	nn1
map	map	nn1
while	while	cs
the	the	at
others	others	nn2
located	locate	vvd_vvn
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
team	team	nn1
was	be	vbdz
as	as	rg
successful	successful	jj
as	as	csa
the	the	at
student	student	nn1
teams	team	nn2
in	in	ii
sharing	share	vvg
that	that	dd1_cst
information	information	nn1
orally	orally	rr
.	.	y
Extending	extend	vvg
Students	student	nn2
'	'	ge
Learning	learning	nn1
<p>	<p>	y
I	i	ppis1
was	be	vbdz
pleased	pleased	jj
with	with	iw
the	the	at
results	result	nn2
of	of	io
the	the	at
lesson	lesson	nn1
and	and	cc
congratulated	congratulate	vvd
the	the	at
students	student	nn2
for	for	if
their	their	appge
efforts	effort	nn2
after	after	ii_cs
the	the	at
teachers	teacher	nn2
left	leave	vvd_vvn
.	.	y
I	i	ppis1
was	be	vbdz
stunned	stun	vvn_jj
,	,	y
however	however	rr
,	,	y
by	by	ii
what	what	ddq
my	my	appge
students	student	nn2
said	say	vvd
next	next	md
:	:	y
"	"	y
Mrs.	mrs	nnb
McCarty	mccarty	np1
,	,	y
we	we	ppis2
have	have	vh0
to	to	to
do	do	vdi
more	more	rrr_dar
with	with	iw
this	this	dd1
book	book	nn1
.	.	y
"	"	y
<p>	<p>	y
I	i	ppis1
replied	reply	vvd
in	in	ii_rp@
a	a	at1
laughing	laughing	jj@
tone	tone	nn1
,	,	y
"	"	y
Like	like	ii
what	what	ddq
?	?	y
"	"	y
I	i	ppis1
thought	think	vvd
the	the	at
students	student	nn2
were	be	vbdr
going	go	vvgk
to	to	to
give	give	vvi
me	me	ppio1
some	some	dd
flippant	flippant	jj
response	response	nn1
that	that	cst
we	we	ppis2
all	all	db
might	might	vm
enjoy	enjoy	vvi
.	.	y
<p>	<p>	y
"	"	y
We	we	ppis2
have	have	vh0
to	to	to
create	create	vvi
our	our	appge
own	own	da
book	book	nn1
,	,	y
just	just	rr
like	like	ii_vv0@
this	this	dd1
author	author	nn1
did	do	vdd
,	,	y
"	"	y
Chris	chris	np1
said	say	vvd
in	in	ii_rp@
a	a	at1
very	very	rg
serious	serious	jj
tone	tone	nn1
.	.	y
<p>	<p>	y
I	i	ppis1
paused	pause	vvd
for	for	if
a	a	at1
moment	moment	nn1
.	.	y
I	i	ppis1
really	really	rr
liked	like	vvd
it	it	pph1
when	when	cs
my	my	appge
students	student	nn2
arrived	arrive	vvn_vvd
at	at	ii
the	the	at
conclusion	conclusion	nn1
that	that	cst
they	they	pphs2
needed	need	vvd
to	to	to
extend	extend	vvi
their	their	appge
learning	learning	nn1
.	.	y
I	i	ppis1
had	have	vhd
often	often	rr
encouraged	encourage	vvn
such	such	da
student	student	nn1
thinking	thinking	nn1_vvg
,	,	y
but	but	ccb
I	i	ppis1
started	start	vvd
to	to	to
ponder	ponder	vvi
the	the	at
following	following	jj
points	point	nn2
:	:	y
We	we	ppis2
only	only	rr
have	have	vh0
three	three	mc
weeks	week	nnt2
of	of	io
school	school	nn1
left	leave	vvd_vvn
,	,	y
and	and	cc
we	we	ppis2
have	have	vh0
many	many	da2
curriculum	curriculum	nn1
objectives	objective	nn2
to	to	to
complete	complete	vvi
.	.	y
Can	can	vm_vv0%
I	i	ppis1
really	really	rr
add	add	vvi
one	one	mc1
more	more	dar
thing	thing	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	to
listen	listen	vvi
sometimes	sometimes	rt
with	with	iw
my	my	appge
heart	heart	nn1
and	and	cc
not	not	xx
my	my	appge
head	head	nn1
to	to	ii
students	student	nn2
'	'	ge
requests	request	nn2
.	.	y
I	i	ppis1
responded	respond	vvd
after	after	ii_cs
that	that	dd1
brief	brief	jj
reverie	reverie	nn1
,	,	y
"	"	y
What	what	ddq
are	be	vbr
you	you	ppy
thinking	think	vvg
?	?	y
"	"	y
<p>	<p>	y
The	the	at
students	student	nn2
started	start	vvd
chattering	chatter	vvg
away	away	rl
,	,	y
brainstorming	brainstorming	nn1_vvg@_jj@
ideas	idea	nn2
,	,	y
planning	plan	vvg
a	a	at1
design	design	nn1
,	,	y
being	be	vbg
creative	creative	jj
with	with	iw
their	their	appge
ideas	idea	nn2
.	.	y
Then	then	rt
a	a	at1
hand	hand	nn1
shot	shoot	vvd_vvn
up	up	rp
.	.	y
"	"	y
We	we	ppis2
ca	can	vm
n't	n't	xx
create	create	vvi
just	just	rr
one	one	mc1
book	book	nn1
.	.	y
We	we	ppis2
have	have	vh0
to	to	to
make	make	vvi
two	two	mc
!	!	y
"	"	y
<p>	<p>	y
"	"	y
Why	why	rrq
is	be	vbz
that	that	dd1
?	?	y
"	"	y
I	i	ppis1
inquired	inquire	vvd
.	.	y
<p>	<p>	y
"	"	y
This	this	dd1
book	book	nn1
located	locate	vvd_vvn_jj@
cities	city	nn2
around	around	ii
the	the	at
world	world	nn1
.	.	y
Since	since	cs
we	we	ppis2
're	be	vbr
in	in	ii
fourth	fourth	md
grade	grade	nn1
and	and	cc
have	have	vh0
studied	study	vvn
U.S.	us	np1
geography	geography	nn1
this	this	dd1
year	year	nnt1
,	,	y
we	we	ppis2
need	need	vv0
to	to	to
create	create	vvi
a	a	at1
book	book	nn1
that	that	cst_dd1
just	just	jj
features	feature	nn2
cities	city	nn2
in	in	ii
the	the	at
United	united	np1
States	state	np1
.	.	y
We	we	ppis2
need	need	vv0
to	to	to
design	design	vvi
this	this	dd1
in	in	ii31
addition	addition	ii32
to	to	ii33
one	one	pn1
that	that	cst
shows	show	vvz
cities	city	nn2
around	around	ii
the	the	at
world	world	nn1
,	,	y
like	like	ii
Ms.	ms	nnb
Lobel	lobel	np1
's	's	ge
book	book	nn1
,	,	y
"	"	y
Domini	domini	np1_nn1_jj
promptly	promptly	rr
stated	state	vvn_vvd
.	.	y
<p>	<p>	y
I	i	ppis1
had	have	vhd
to	to	to
agree	agree	vvi
with	with	iw
that	that	dd1
thought	thought	nn1
.	.	y
I	i	ppis1
considered	consider	vvd
how	how	rrq
this	this	dd1
could	could	vm
pull	pull	vvi
together	together	rl
some	some	dd
of	of	io
the	the	at
learning	learning	nn1
we	we	ppis2
had	have	vhd
acquired	acquire	vvn
this	this	dd1
year	year	nnt1
.	.	y
"	"	y
How	how	rrq
could	could	vm
we	we	ppis2
accomplish	accomplish	vvi
two	two	mc
books	book	nn2
before	before	ii_cs
school	school	nn1
ends	end	vvz_nn2
?	?	y
I	i	ppis1
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
start	start	vvi
this	this	dd1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
<p>	<p>	y
As	as	ii_csa
a	a	at1
class	class	nn1
,	,	y
we	we	ppis2
decided	decide	vvd
that	that	cst
we	we	ppis2
would	would	vm
set	set	vvi
aside	aside	rl
our	our	appge
Writers	writer	nn2
'	'	ge
Workshop	workshop	nn1
stories	story	nn2
,	,	y
which	which	ddq
each	each	dd1
child	child	nn1
was	be	vbdz
working	work	vvg
on	on	rp@
,	,	y
and	and	cc
turn	turn	vv0
our	our	appge
efforts	effort	nn2
toward	toward	ii
this	this	dd1
class	class	nn1
writing	writing	nn1_vvg
activity	activity	nn1
.	.	y
We	we	ppis2
took	take	vvd
a	a	at1
vote	vote	nn1
.	.	y
The	the	at
response	response	nn1
was	be	vbdz
unanimous	unanimous	jj
.	.	y
Students	student	nn2
knew	know	vvd
that	that	cst_dd1
as	as	csa
they	they	pphs2
finished	finish	vvd
their	their	appge
work	work	nn1
on	on	ii
the	the	at
collective	collective	jj_nn1
books	book	nn2
,	,	y
they	they	pphs2
would	would	vm
have	have	vhi
time	time	nnt1
to	to	to
go	go	vvi
back	back	rp
to	to	ii
their	their	appge
other	other	jj
stories	story	nn2
that	that	cst
were	be	vbdr
in	in	ii
various	various	jj
stages	stage	nn2
in	in	ii
the	the	at
writing	writing	nn1
process	process	nn1
or	or	cc
could	could	vm
continue	continue	vvi
to	to	to@_ii
work	work	vvi_nn1
on	on	ii
them	them	ppho2
on	on	ii_rp@
their	their	appge
own	own	da
time	time	nnt1
.	.	y
With	with	iw
a	a	at1
Plan	plan	nn1
of	of	io
Action	action	nn1
,	,	y
Work	work	nn1
Begins	begin	vvz
<p>	<p>	y
We	we	ppis2
now	now	rt
knew	know	vvd
the	the	at
time	time	nnt1
frame	frame	nn1_vv0@
that	that	cst
we	we	ppis2
had	have	vhd
each	each	dd1
day	day	nnt1
to	to	to@_ii
work	work	vvi_nn1
on	on	ii
the	the	at
project	project	nn1
.	.	y
Next	next	md
we	we	ppis2
needed	need	vvd
to	to	to
determine	determine	vvi
the	the	at
design	design	nn1
of	of	io
the	the	at
two	two	mc
books	book	nn2
.	.	y
After	after	cs_ii
a	a	at1
brief	brief	jj
class	class	nn1
discussion	discussion	nn1
,	,	y
the	the	at
group	group	nn1
decided	decide	vvd_vvn
that	that	cst
we	we	ppis2
would	would	vm
follow	follow	vvi
the	the	at
exact	exact	jj
alliterative	alliterative	jj
format	format	nn1
that	that	cst
Lobel	lobel	np1
followed	follow	vvd
in	in	ii_rp@
her	her	appge
work	work	nn1
.	.	y
We	we	ppis2
talked	talk	vvd
about	about	ii
the	the	at
meaning	meaning	nn1
of	of	io
that	that	dd1
.	.	y
Every	every	at1
sentence	sentence	nn1
would	would	vm
need	need	vvi
to	to	to
be	be	vbi
structured	structure	vvn
with	with	iw
a	a	at1
person	person	nn1
's	's	ge
first	first	md
name	name	nn1
,	,	y
an	a	at1
action	action	nn1
verb	verb	nn1
,	,	y
and	and	cc
a	a	at1
prepositional	prepositional	jj
phrase	phrase	nn1
that	that	cst
ended	end	vvd
with	with	iw
the	the	at
name	name	nn1
of	of	io
a	a	at1
city	city	nn1
that	that	cst
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
first	first	md
letter	letter	nn1
of	of	io
the	the	at
proper	proper	jj
noun	noun	nn1
and	and	cc
verb	verb	nn1
.	.	y
We	we	ppis2
practiced	practice	vvd
with	with	iw
a	a	at1
few	few	da2
names	name	nn2
in	in	ii
the	the	at
class	class	nn1
:	:	y
"	"	y
Domini	domini	np1_nn1
dived	dive	vvd_vvn
in	in	ii
Dallas	dallas	np1
"	"	y
and	and	cc
"	"	y
Lauren	lauren	np1
leaped	leap	vvd
in	in	ii
Little	little	np1
Rock	rock	np1
.	.	y
"	"	y
The	the	at
children	child	nn2
were	be	vbdr
eager	eager	jj
to	to	to
use	use	vvi
their	their	appge
own	own	da
names	name	nn2
in	in	ii
designing	design	vvg
the	the	at
book	book	nn1
and	and	cc
wanted	want	vvd_vvn
to	to	to
write	write	vvi
and	and	cc
illustrate	illustrate	vvi
the	the	at
pages	page	nn2
containing	contain	vvg
their	their	appge
names	name	nn2
.	.	y
That	that	dd1
would	would	vm
work	work	vvi
just	just	rr
fine	fine	jj
.	.	y
<p>	<p>	y
Now	now	rt
we	we	ppis2
needed	need	vvd
to	to	to
determine	determine	vvi
where	where	rrq_cs
we	we	ppis2
could	could	vm
find	find	vvi
assistance	assistance	nn1
to	to	to
begin	begin	vvi
the	the	at
process	process	nn1
.	.	y
We	we	ppis2
had	have	vhd
had	have	vhn
some	some	dd
previous	previous	jj
practice	practice	nn1
on	on	ii
word	word	nn1
usage	usage	nn1
,	,	y
so	so	rr_rg
one	one	mc1
of	of	io
the	the	at
students	student	nn2
said	say	vvd
that	that	cst
we	we	ppis2
would	would	vm
need	need	vvi
a	a	at1
thesaurus	thesaurus	nn1
.	.	y
Another	another	dd1
stated	state	vvd
we	we	ppis2
would	would	vm
need	need	vvi
a	a	at1
dictionary	dictionary	nn1
.	.	y
Lauren	lauren	np1
wanted	want	vvd
to	to	to
know	know	vvi
,	,	y
"	"	y
How	how	rrq
are	be	vbr
we	we	ppis2
going	go	vvgk
to	to	to
find	find	vvi
these	these	dd2
places	place	nn2
around	around	ii
the	the	at
world	world	nn1
?	?	y
"	"	y
Then	then	rt
one	one	mc1
student	student	nn1
reminded	remind	vvd_vvn
everyone	everyone	pn1
,	,	y
"	"	y
Remember	remember	vv0
the	the	at
atlases	atlases	nn2
we	we	ppis2
've	have	vh0
been	be	vbn
using	use	vvg
for	for	if
Travelmate	travelmate	jj_nn1
postcards	postcard	nn2
when	when	cs_rrq
they	they	pphs2
return	return	vv0
?	?	y
That	that	dd1
's	be	vbz
what	what	ddq
we	we	ppis2
can	can	vm
use	use	vvi
.	.	y
"	"	y
The	the	at
students	student	nn2
thought	think	vvd_vvn
that	that	dd1_cst
was	be	vbdz
a	a	at1
good	good	jj
idea	idea	nn1
.	.	y
<p>	<p>	y
From	from	ii
the	the	at
back	back	nn1
of	of	io
the	the	at
classroom	classroom	nn1
,	,	y
Andrew	andrew	np1
said	say	vvd
,	,	y
"	"	y
We	we	ppis2
're	be	vbr
going	go	vvgk
to	to	to
need	need	vvi
to	to	to
know	know	vvi
something	something	pn1
about	about	ii
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
agreed	agree	vvd
,	,	y
so	so	cs@_rr
Andrew	andrew	np1
and	and	cc
a	a	at1
couple	couple	nn1
friends	friend	nn2
marched	march	vvd_vvn
off	off	rp
to	to	ii
the	the	at
library	library	nn1
to	to	to
ask	ask	vvi
the	the	at
librarian	librarian	nn1
to	to	to
help	help	vvi
them	them	ppho2
find	find	vvi
some	some	dd
books	book	nn2
on	on	ii
the	the	at
clothing	clothing	nn1
or	or	cc
architectural	architectural	jj
